AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Pineal parenchymal|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|35|83118264|Male and Female|Pineal parenchymal|2008|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Pineal parenchymal|2009|~|~|~
0-19|0.0|0.0|0.0|Malignant|26|83280391|Male and Female|Pineal parenchymal|2009|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|83184292|Male and Female|Pineal parenchymal|2010|~|~|~
0-19|0.0|0.0|0.0|Malignant|26|83184292|Male and Female|Pineal parenchymal|2010|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82838469|Male and Female|Pineal parenchymal|2011|~|~|~
0-19|0.0|0.1|0.0|Malignant|35|82838469|Male and Female|Pineal parenchymal|2011|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82501478|Male and Female|Pineal parenchymal|2012|~|~|~
0-19|0.0|0.1|0.0|Malignant|34|82501478|Male and Female|Pineal parenchymal|2012|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82271238|Male and Female|Pineal parenchymal|2013|~|~|~
0-19|0.0|0.1|0.0|Malignant|31|82271238|Male and Female|Pineal parenchymal|2013|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82139198|Male and Female|Pineal parenchymal|2014|~|~|~
0-19|0.0|0.1|0.0|Malignant|39|82139198|Male and Female|Pineal parenchymal|2014|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82120410|Male and Female|Pineal parenchymal|2015|~|~|~
0-19|0.0|0.1|0.1|Malignant|43|82120410|Male and Female|Pineal parenchymal|2015|0.0|0.1|0.1
0-19|0.0|0.0|0.0|Benign/Borderline|35|406294186|Male and Female|Pineal parenchymal|2015-2019|0.0|0.0|0.0
0-19|0.0|0.1|0.0|Malignant|176|406294186|Male and Female|Pineal parenchymal|2015-2019|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82161437|Male and Female|Pineal parenchymal|2016|~|~|~
0-19|0.0|0.1|0.0|Malignant|39|82161437|Male and Female|Pineal parenchymal|2016|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82114364|Male and Female|Pineal parenchymal|2017|~|~|~
0-19|0.0|0.0|0.0|Malignant|27|82114364|Male and Female|Pineal parenchymal|2017|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|81200720|Male and Female|Pineal parenchymal|2018|~|~|~
0-19|0.0|0.1|0.0|Malignant|32|81200720|Male and Female|Pineal parenchymal|2018|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|80916924|Male and Female|Pineal parenchymal|2019|~|~|~
0-19|0.0|0.1|0.0|Malignant|35|80916924|Male and Female|Pineal parenchymal|2019|0.0|0.1|0.0
0-19|0.4|0.5|0.4|Benign/Borderline|369|81754354|Male and Female|Pituitary|2004|0.4|0.5|0.5
0-19|~|~|~|Malignant|~|81754354|Male and Female|Pituitary|2004|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|447|82005260|Male and Female|Pituitary|2005|0.5|0.6|0.5
0-19|~|~|~|Malignant|~|82005260|Male and Female|Pituitary|2005|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|463|82324418|Male and Female|Pituitary|2006|0.5|0.6|0.6
0-19|~|~|~|Malignant|~|82324418|Male and Female|Pituitary|2006|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|469|82749431|Male and Female|Pituitary|2007|0.5|0.6|0.6
0-19|~|~|~|Malignant|~|82749431|Male and Female|Pituitary|2007|~|~|~
0-19|0.6|0.7|0.6|Benign/Borderline|549|83118264|Male and Female|Pituitary|2008|0.6|0.7|0.7
0-19|~|~|~|Malignant|~|83118264|Male and Female|Pituitary|2008|~|~|~
0-19|0.6|0.7|0.7|Benign/Borderline|569|83280391|Male and Female|Pituitary|2009|0.6|0.7|0.7
0-19|~|~|~|Malignant|~|83280391|Male and Female|Pituitary|2009|~|~|~
0-19|0.7|0.8|0.7|Benign/Borderline|613|83184292|Male and Female|Pituitary|2010|0.7|0.8|0.7
0-19|~|~|~|Malignant|~|83184292|Male and Female|Pituitary|2010|~|~|~
0-19|0.7|0.8|0.7|Benign/Borderline|630|82838469|Male and Female|Pituitary|2011|0.7|0.8|0.8
0-19|~|~|~|Malignant|~|82838469|Male and Female|Pituitary|2011|~|~|~
0-19|0.8|0.9|0.8|Benign/Borderline|690|82501478|Male and Female|Pituitary|2012|0.8|0.9|0.8
0-19|~|~|~|Malignant|~|82501478|Male and Female|Pituitary|2012|~|~|~
0-19|0.8|0.9|0.8|Benign/Borderline|679|82271238|Male and Female|Pituitary|2013|0.8|0.9|0.8
0-19|~|~|~|Malignant|~|82271238|Male and Female|Pituitary|2013|~|~|~
0-19|0.8|1.0|0.9|Benign/Borderline|745|82139198|Male and Female|Pituitary|2014|0.8|1.0|0.9
0-19|~|~|~|Malignant|~|82139198|Male and Female|Pituitary|2014|~|~|~
0-19|0.8|0.9|0.8|Benign/Borderline|703|82120410|Male and Female|Pituitary|2015|0.8|0.9|0.9
0-19|~|~|~|Malignant|~|82120410|Male and Female|Pituitary|2015|~|~|~
0-19|0.9|0.9|0.9|Benign/Borderline|3712|406294186|Male and Female|Pituitary|2015-2019|0.9|0.9|0.9
0-19|~|~|~|Malignant|~|406294186|Male and Female|Pituitary|2015-2019|~|~|~
0-19|0.9|1.0|0.9|Benign/Borderline|784|82161437|Male and Female|Pituitary|2016|0.9|1.0|1.0
0-19|~|~|~|Malignant|~|82161437|Male and Female|Pituitary|2016|~|~|~
0-19|0.9|1.1|1.0|Benign/Borderline|817|82114364|Male and Female|Pituitary|2017|0.9|1.1|1.0
0-19|~|~|~|Malignant|~|82114364|Male and Female|Pituitary|2017|~|~|~
0-19|0.9|1.0|0.9|Benign/Borderline|753|81200720|Male and Female|Pituitary|2018|0.9|1.0|0.9
0-19|~|~|~|Malignant|~|81200720|Male and Female|Pituitary|2018|~|~|~
0-19|0.8|0.9|0.8|Benign/Borderline|672|80916924|Male and Female|Pituitary|2019|0.8|0.9|0.8
0-19|~|~|~|Malignant|~|80916924|Male and Female|Pituitary|2019|~|~|~
0-19|1.7|1.9|1.8|Benign/Borderline|1496|81754354|Male and Female|Total|2004|1.7|1.9|1.8
0-19|3.3|3.6|3.5|Malignant|2814|81754354|Male and Female|Total|2004|3.3|3.6|3.4
0-19|2.0|2.2|2.1|Benign/Borderline|1762|82005260|Male and Female|Total|2005|2.0|2.3|2.1
0-19|3.2|3.4|3.3|Malignant|2677|82005260|Male and Female|Total|2005|3.1|3.4|3.3
0-19|2.1|2.3|2.2|Benign/Borderline|1808|82324418|Male and Female|Total|2006|2.1|2.3|2.2
0-19|3.2|3.5|3.3|Malignant|2744|82324418|Male and Female|Total|2006|3.2|3.5|3.3
0-19|2.1|2.3|2.2|Benign/Borderline|1865|82749431|Male and Female|Total|2007|2.2|2.4|2.3
0-19|3.3|3.6|3.4|Malignant|2833|82749431|Male and Female|Total|2007|3.3|3.6|3.4
0-19|2.2|2.4|2.3|Benign/Borderline|1969|83118264|Male and Female|Total|2008|2.3|2.5|2.4
0-19|3.4|3.6|3.5|Malignant|2895|83118264|Male and Female|Total|2008|3.4|3.6|3.5
0-19|2.3|2.6|2.5|Benign/Borderline|2065|83280391|Male and Female|Total|2009|2.4|2.6|2.5
0-19|3.3|3.6|3.5|Malignant|2865|83280391|Male and Female|Total|2009|3.3|3.6|3.4
0-19|2.4|2.6|2.5|Benign/Borderline|2102|83184292|Male and Female|Total|2010|2.4|2.6|2.5
0-19|3.4|3.7|3.5|Malignant|2920|83184292|Male and Female|Total|2010|3.4|3.6|3.5
0-19|2.5|2.7|2.6|Benign/Borderline|2197|82838469|Male and Female|Total|2011|2.5|2.8|2.7
0-19|3.5|3.7|3.6|Malignant|2963|82838469|Male and Female|Total|2011|3.4|3.7|3.6
0-19|2.7|2.9|2.8|Benign/Borderline|2303|82501478|Male and Female|Total|2012|2.7|2.9|2.8
0-19|3.4|3.6|3.5|Malignant|2869|82501478|Male and Female|Total|2012|3.4|3.6|3.5
0-19|2.7|2.9|2.8|Benign/Borderline|2321|82271238|Male and Female|Total|2013|2.7|2.9|2.8
0-19|3.5|3.7|3.6|Malignant|2968|82271238|Male and Female|Total|2013|3.5|3.7|3.6
0-19|2.7|3.0|2.8|Benign/Borderline|2340|82139198|Male and Female|Total|2014|2.7|3.0|2.8
0-19|3.5|3.7|3.6|Malignant|2957|82139198|Male and Female|Total|2014|3.5|3.7|3.6
0-19|2.7|3.0|2.8|Benign/Borderline|2347|82120410|Male and Female|Total|2015|2.7|3.0|2.9
0-19|3.4|3.7|3.5|Malignant|2897|82120410|Male and Female|Total|2015|3.4|3.7|3.5
0-19|2.8|2.9|2.8|Benign/Borderline|11556|406294186|Male and Female|Total|2015-2019|2.8|2.9|2.8
0-19|3.2|3.3|3.3|Malignant|13281|406294186|Male and Female|Total|2015-2019|3.2|3.3|3.3
0-19|2.9|3.1|3.0|Benign/Borderline|2457|82161437|Male and Female|Total|2016|2.9|3.1|3.0
0-19|3.3|3.6|3.5|Malignant|2844|82161437|Male and Female|Total|2016|3.3|3.6|3.5
0-19|2.8|3.0|2.9|Benign/Borderline|2382|82114364|Male and Female|Total|2017|2.8|3.0|2.9
0-19|3.5|3.8|3.7|Malignant|3004|82114364|Male and Female|Total|2017|3.5|3.8|3.7
0-19|2.8|3.0|2.9|Benign/Borderline|2362|81200720|Male and Female|Total|2018|2.8|3.0|2.9
0-19|2.9|3.1|3.0|Malignant|2423|81200720|Male and Female|Total|2018|2.9|3.1|3.0
0-19|2.4|2.6|2.5|Benign/Borderline|2056|80916924|Male and Female|Total|2019|2.4|2.7|2.5
0-19|2.6|2.8|2.7|Malignant|2197|80916924|Male and Female|Total|2019|2.6|2.8|2.7
0-19|0.3|0.3|0.3|Benign/Borderline|242|81754354|Male and Female|Tumors of Cranial and Spinal Nerves|2004|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|81754354|Male and Female|Tumors of Cranial and Spinal Nerves|2004|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|290|82005260|Male and Female|Tumors of Cranial and Spinal Nerves|2005|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|82005260|Male and Female|Tumors of Cranial and Spinal Nerves|2005|~|~|~
0-19|0.4|0.5|0.4|Benign/Borderline|336|82324418|Male and Female|Tumors of Cranial and Spinal Nerves|2006|0.4|0.5|0.4
0-19|~|~|~|Malignant|~|82324418|Male and Female|Tumors of Cranial and Spinal Nerves|2006|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|294|82749431|Male and Female|Tumors of Cranial and Spinal Nerves|2007|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|82749431|Male and Female|Tumors of Cranial and Spinal Nerves|2007|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|295|83118264|Male and Female|Tumors of Cranial and Spinal Nerves|2008|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|83118264|Male and Female|Tumors of Cranial and Spinal Nerves|2008|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|313|83280391|Male and Female|Tumors of Cranial and Spinal Nerves|2009|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|83280391|Male and Female|Tumors of Cranial and Spinal Nerves|2009|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|278|83184292|Male and Female|Tumors of Cranial and Spinal Nerves|2010|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|83184292|Male and Female|Tumors of Cranial and Spinal Nerves|2010|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|285|82838469|Male and Female|Tumors of Cranial and Spinal Nerves|2011|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|82838469|Male and Female|Tumors of Cranial and Spinal Nerves|2011|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|303|82501478|Male and Female|Tumors of Cranial and Spinal Nerves|2012|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|82501478|Male and Female|Tumors of Cranial and Spinal Nerves|2012|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|319|82271238|Male and Female|Tumors of Cranial and Spinal Nerves|2013|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|82271238|Male and Female|Tumors of Cranial and Spinal Nerves|2013|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|260|82139198|Male and Female|Tumors of Cranial and Spinal Nerves|2014|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|82139198|Male and Female|Tumors of Cranial and Spinal Nerves|2014|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|311|82120410|Male and Female|Tumors of Cranial and Spinal Nerves|2015|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|82120410|Male and Female|Tumors of Cranial and Spinal Nerves|2015|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|1191|406294186|Male and Female|Tumors of Cranial and Spinal Nerves|2015-2019|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|406294186|Male and Female|Tumors of Cranial and Spinal Nerves|2015-2019|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|311|82161437|Male and Female|Tumors of Cranial and Spinal Nerves|2016|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|82161437|Male and Female|Tumors of Cranial and Spinal Nerves|2016|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|238|82114364|Male and Female|Tumors of Cranial and Spinal Nerves|2017|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|82114364|Male and Female|Tumors of Cranial and Spinal Nerves|2017|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|169|81200720|Male and Female|Tumors of Cranial and Spinal Nerves|2018|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|81200720|Male and Female|Tumors of Cranial and Spinal Nerves|2018|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|163|80916924|Male and Female|Tumors of Cranial and Spinal Nerves|2019|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|80916924|Male and Female|Tumors of Cranial and Spinal Nerves|2019|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|425|81754354|Male and Female|Tumors of Neuroepthelial Tissue|2004|0.5|0.6|0.5
0-19|3.0|3.3|3.2|Malignant|2574|81754354|Male and Female|Tumors of Neuroepthelial Tissue|2004|3.0|3.3|3.1
0-19|0.5|0.6|0.6|Benign/Borderline|460|82005260|Male and Female|Tumors of Neuroepthelial Tissue|2005|0.5|0.6|0.6
0-19|2.9|3.1|3.0|Malignant|2452|82005260|Male and Female|Tumors of Neuroepthelial Tissue|2005|2.9|3.1|3.0
0-19|0.5|0.6|0.6|Benign/Borderline|465|82324418|Male and Female|Tumors of Neuroepthelial Tissue|2006|0.5|0.6|0.6
0-19|3.0|3.2|3.1|Malignant|2526|82324418|Male and Female|Tumors of Neuroepthelial Tissue|2006|2.9|3.2|3.1
0-19|0.6|0.7|0.6|Benign/Borderline|504|82749431|Male and Female|Tumors of Neuroepthelial Tissue|2007|0.6|0.7|0.6
0-19|3.1|3.3|3.2|Malignant|2622|82749431|Male and Female|Tumors of Neuroepthelial Tissue|2007|3.0|3.3|3.2
0-19|0.6|0.7|0.6|Benign/Borderline|514|83118264|Male and Female|Tumors of Neuroepthelial Tissue|2008|0.6|0.7|0.6
0-19|3.1|3.4|3.2|Malignant|2677|83118264|Male and Female|Tumors of Neuroepthelial Tissue|2008|3.1|3.3|3.2
0-19|0.5|0.6|0.6|Benign/Borderline|491|83280391|Male and Female|Tumors of Neuroepthelial Tissue|2009|0.5|0.6|0.6
0-19|3.1|3.3|3.2|Malignant|2641|83280391|Male and Female|Tumors of Neuroepthelial Tissue|2009|3.1|3.3|3.2
0-19|0.6|0.7|0.6|Benign/Borderline|525|83184292|Male and Female|Tumors of Neuroepthelial Tissue|2010|0.6|0.7|0.6
0-19|3.1|3.4|3.2|Malignant|2683|83184292|Male and Female|Tumors of Neuroepthelial Tissue|2010|3.1|3.3|3.2
0-19|0.6|0.7|0.7|Benign/Borderline|562|82838469|Male and Female|Tumors of Neuroepthelial Tissue|2011|0.6|0.7|0.7
0-19|3.2|3.4|3.3|Malignant|2748|82838469|Male and Female|Tumors of Neuroepthelial Tissue|2011|3.2|3.4|3.3
0-19|0.6|0.8|0.7|Benign/Borderline|578|82501478|Male and Female|Tumors of Neuroepthelial Tissue|2012|0.6|0.8|0.7
0-19|3.1|3.3|3.2|Malignant|2637|82501478|Male and Female|Tumors of Neuroepthelial Tissue|2012|3.1|3.3|3.2
0-19|0.6|0.8|0.7|Benign/Borderline|575|82271238|Male and Female|Tumors of Neuroepthelial Tissue|2013|0.6|0.8|0.7
0-19|3.2|3.4|3.3|Malignant|2720|82271238|Male and Female|Tumors of Neuroepthelial Tissue|2013|3.2|3.4|3.3
0-19|0.6|0.7|0.7|Benign/Borderline|552|82139198|Male and Female|Tumors of Neuroepthelial Tissue|2014|0.6|0.7|0.7
0-19|3.2|3.5|3.3|Malignant|2731|82139198|Male and Female|Tumors of Neuroepthelial Tissue|2014|3.2|3.5|3.3
0-19|0.7|0.8|0.7|Benign/Borderline|581|82120410|Male and Female|Tumors of Neuroepthelial Tissue|2015|0.7|0.8|0.7
0-19|3.1|3.4|3.2|Malignant|2658|82120410|Male and Female|Tumors of Neuroepthelial Tissue|2015|3.1|3.4|3.2
0-19|0.8|0.8|0.8|Benign/Borderline|3194|406294186|Male and Female|Tumors of Neuroepthelial Tissue|2015-2019|0.8|0.8|0.8
0-19|2.9|3.0|3.0|Malignant|12105|406294186|Male and Female|Tumors of Neuroepthelial Tissue|2015-2019|2.9|3.0|3.0
0-19|0.7|0.8|0.8|Benign/Borderline|638|82161437|Male and Female|Tumors of Neuroepthelial Tissue|2016|0.7|0.8|0.8
0-19|3.0|3.3|3.1|Malignant|2582|82161437|Male and Female|Tumors of Neuroepthelial Tissue|2016|3.0|3.3|3.1
0-19|0.7|0.8|0.8|Benign/Borderline|620|82114364|Male and Female|Tumors of Neuroepthelial Tissue|2017|0.7|0.8|0.8
0-19|3.2|3.5|3.3|Malignant|2746|82114364|Male and Female|Tumors of Neuroepthelial Tissue|2017|3.2|3.5|3.3
0-19|0.8|1.0|0.9|Benign/Borderline|726|81200720|Male and Female|Tumors of Neuroepthelial Tissue|2018|0.8|1.0|0.9
0-19|2.6|2.9|2.7|Malignant|2220|81200720|Male and Female|Tumors of Neuroepthelial Tissue|2018|2.6|2.9|2.7
0-19|0.7|0.9|0.8|Benign/Borderline|646|80916924|Male and Female|Tumors of Neuroepthelial Tissue|2019|0.7|0.9|0.8
0-19|2.3|2.6|2.4|Malignant|1973|80916924|Male and Female|Tumors of Neuroepthelial Tissue|2019|2.3|2.5|2.4
0-19|0.6|0.7|0.7|Benign/Borderline|538|81754354|Male and Female|Tumors of Sellar Region|2004|0.6|0.7|0.7
0-19|~|~|~|Malignant|~|81754354|Male and Female|Tumors of Sellar Region|2004|~|~|~
0-19|0.7|0.8|0.7|Benign/Borderline|619|82005260|Male and Female|Tumors of Sellar Region|2005|0.7|0.8|0.8
0-19|~|~|~|Malignant|~|82005260|Male and Female|Tumors of Sellar Region|2005|~|~|~
0-19|0.7|0.8|0.7|Benign/Borderline|621|82324418|Male and Female|Tumors of Sellar Region|2006|0.7|0.8|0.8
0-19|~|~|~|Malignant|~|82324418|Male and Female|Tumors of Sellar Region|2006|~|~|~
0-19|0.7|0.8|0.8|Benign/Borderline|652|82749431|Male and Female|Tumors of Sellar Region|2007|0.7|0.9|0.8
0-19|~|~|~|Malignant|~|82749431|Male and Female|Tumors of Sellar Region|2007|~|~|~
0-19|0.8|0.9|0.8|Benign/Borderline|712|83118264|Male and Female|Tumors of Sellar Region|2008|0.8|0.9|0.9
0-19|~|~|~|Malignant|~|83118264|Male and Female|Tumors of Sellar Region|2008|~|~|~
0-19|0.8|0.9|0.9|Benign/Borderline|741|83280391|Male and Female|Tumors of Sellar Region|2009|0.8|1.0|0.9
0-19|~|~|~|Malignant|~|83280391|Male and Female|Tumors of Sellar Region|2009|~|~|~
0-19|0.9|1.0|0.9|Benign/Borderline|788|83184292|Male and Female|Tumors of Sellar Region|2010|0.9|1.0|0.9
0-19|~|~|~|Malignant|~|83184292|Male and Female|Tumors of Sellar Region|2010|~|~|~
0-19|0.9|1.0|0.9|Benign/Borderline|788|82838469|Male and Female|Tumors of Sellar Region|2011|0.9|1.0|1.0
0-19|~|~|~|Malignant|~|82838469|Male and Female|Tumors of Sellar Region|2011|~|~|~
0-19|0.9|1.1|1.0|Benign/Borderline|846|82501478|Male and Female|Tumors of Sellar Region|2012|1.0|1.1|1.0
0-19|~|~|~|Malignant|~|82501478|Male and Female|Tumors of Sellar Region|2012|~|~|~
0-19|1.0|1.1|1.0|Benign/Borderline|861|82271238|Male and Female|Tumors of Sellar Region|2013|1.0|1.1|1.0
0-19|~|~|~|Malignant|~|82271238|Male and Female|Tumors of Sellar Region|2013|~|~|~
0-19|1.1|1.2|1.1|Benign/Borderline|944|82139198|Male and Female|Tumors of Sellar Region|2014|1.1|1.2|1.1
0-19|~|~|~|Malignant|~|82139198|Male and Female|Tumors of Sellar Region|2014|~|~|~
0-19|1.0|1.1|1.1|Benign/Borderline|881|82120410|Male and Female|Tumors of Sellar Region|2015|1.0|1.1|1.1
0-19|~|~|~|Malignant|~|82120410|Male and Female|Tumors of Sellar Region|2015|~|~|~
0-19|1.1|1.1|1.1|Benign/Borderline|4508|406294186|Male and Female|Tumors of Sellar Region|2015-2019|1.1|1.1|1.1
0-19|~|~|~|Malignant|~|406294186|Male and Female|Tumors of Sellar Region|2015-2019|~|~|~
0-19|1.0|1.2|1.1|Benign/Borderline|927|82161437|Male and Female|Tumors of Sellar Region|2016|1.1|1.2|1.1
0-19|~|~|~|Malignant|~|82161437|Male and Female|Tumors of Sellar Region|2016|~|~|~
0-19|1.1|1.3|1.2|Benign/Borderline|999|82114364|Male and Female|Tumors of Sellar Region|2017|1.1|1.3|1.2
0-19|~|~|~|Malignant|~|82114364|Male and Female|Tumors of Sellar Region|2017|~|~|~
0-19|1.0|1.2|1.1|Benign/Borderline|905|81200720|Male and Female|Tumors of Sellar Region|2018|1.0|1.2|1.1
0-19|~|~|~|Malignant|~|81200720|Male and Female|Tumors of Sellar Region|2018|~|~|~
0-19|0.9|1.1|1.0|Benign/Borderline|819|80916924|Male and Female|Tumors of Sellar Region|2019|0.9|1.1|1.0
0-19|~|~|~|Malignant|~|80916924|Male and Female|Tumors of Sellar Region|2019|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|147|81754354|Male and Female|Tumors of the Meninges|2004|0.2|0.2|0.2
0-19|0.0|0.0|0.0|Malignant|20|81754354|Male and Female|Tumors of the Meninges|2004|0.0|0.0|0.0
0-19|0.2|0.3|0.2|Benign/Borderline|198|82005260|Male and Female|Tumors of the Meninges|2005|0.2|0.3|0.2
0-19|0.0|0.0|0.0|Malignant|21|82005260|Male and Female|Tumors of the Meninges|2005|0.0|0.0|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|162|82324418|Male and Female|Tumors of the Meninges|2006|0.2|0.2|0.2
0-19|0.0|0.0|0.0|Malignant|17|82324418|Male and Female|Tumors of the Meninges|2006|0.0|0.0|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|178|82749431|Male and Female|Tumors of the Meninges|2007|0.2|0.2|0.2
0-19|0.0|0.0|0.0|Malignant|17|82749431|Male and Female|Tumors of the Meninges|2007|0.0|0.0|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|181|83118264|Male and Female|Tumors of the Meninges|2008|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|83118264|Male and Female|Tumors of the Meninges|2008|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|203|83280391|Male and Female|Tumors of the Meninges|2009|0.2|0.3|0.2
0-19|0.0|0.0|0.0|Malignant|22|83280391|Male and Female|Tumors of the Meninges|2009|0.0|0.0|0.0
0-19|0.2|0.3|0.2|Benign/Borderline|195|83184292|Male and Female|Tumors of the Meninges|2010|0.2|0.3|0.2
0-19|0.0|0.0|0.0|Malignant|21|83184292|Male and Female|Tumors of the Meninges|2010|0.0|0.0|0.0
0-19|0.3|0.3|0.3|Benign/Borderline|241|82838469|Male and Female|Tumors of the Meninges|2011|0.3|0.3|0.3
0-19|0.0|0.0|0.0|Malignant|16|82838469|Male and Female|Tumors of the Meninges|2011|0.0|0.0|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|264|82501478|Male and Female|Tumors of the Meninges|2012|0.3|0.4|0.3
0-19|0.0|0.0|0.0|Malignant|20|82501478|Male and Female|Tumors of the Meninges|2012|0.0|0.0|0.0
0-19|0.3|0.3|0.3|Benign/Borderline|250|82271238|Male and Female|Tumors of the Meninges|2013|0.3|0.3|0.3
0-19|0.0|0.0|0.0|Malignant|22|82271238|Male and Female|Tumors of the Meninges|2013|0.0|0.0|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|260|82139198|Male and Female|Tumors of the Meninges|2014|0.3|0.4|0.3
0-19|0.0|0.0|0.0|Malignant|18|82139198|Male and Female|Tumors of the Meninges|2014|0.0|0.0|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|260|82120410|Male and Female|Tumors of the Meninges|2015|0.3|0.4|0.3
0-19|0.0|0.0|0.0|Malignant|23|82120410|Male and Female|Tumors of the Meninges|2015|0.0|0.0|0.0
0-19|0.3|0.3|0.3|Benign/Borderline|1252|406294186|Male and Female|Tumors of the Meninges|2015-2019|0.3|0.3|0.3
0-19|0.0|0.0|0.0|Malignant|92|406294186|Male and Female|Tumors of the Meninges|2015-2019|0.0|0.0|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|259|82161437|Male and Female|Tumors of the Meninges|2016|0.3|0.4|0.3
0-19|0.0|0.0|0.0|Malignant|22|82161437|Male and Female|Tumors of the Meninges|2016|0.0|0.0|0.0
0-19|0.3|0.3|0.3|Benign/Borderline|253|82114364|Male and Female|Tumors of the Meninges|2017|0.3|0.3|0.3
0-19|0.0|0.0|0.0|Malignant|16|82114364|Male and Female|Tumors of the Meninges|2017|0.0|0.0|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|270|81200720|Male and Female|Tumors of the Meninges|2018|0.3|0.4|0.3
0-19|0.0|0.0|0.0|Malignant|17|81200720|Male and Female|Tumors of the Meninges|2018|0.0|0.0|0.0
0-19|0.2|0.3|0.3|Benign/Borderline|212|80916924|Male and Female|Tumors of the Meninges|2019|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|80916924|Male and Female|Tumors of the Meninges|2019|~|~|~
