AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
2.6|3.3|2.9|236|III(a) Ependymomas and choroid plexus tumor|80317363|0-19|All Races|Male and Female|2002|2.6|3.3|2.9
14.6|16.3|15.4|1236|III(b) Astrocytomas|80317363|0-19|All Races|Male and Female|2002|14.5|16.3|15.4
5.8|6.9|6.4|507|III(c) Intracranial and intraspinal embryonal tumors|80317363|0-19|All Races|Male and Female|2002|5.8|6.9|6.3
5.0|6.1|5.5|443|III(d) Other gliomas|80317363|0-19|All Races|Male and Female|2002|5.0|6.1|5.5
0.6|0.9|0.7|59|III(e) Other specified intracranial & intraspinal neoplasms|80317363|0-19|All Races|Male and Female|2002|0.6|0.9|0.7
0.3|0.6|0.4|34|III(f) Unspecified intracranial and intraspinal neoplasms|80317363|0-19|All Races|Male and Female|2002|0.3|0.6|0.4
7.8|9.1|8.5|678|IV Neuroblastoma and other peripheral nervous cell tumors|80317363|0-19|All Races|Male and Female|2002|7.8|9.1|8.4
7.6|8.9|8.2|659|IV(a) Neuroblastoma and ganglioneuroblastoma|80317363|0-19|All Races|Male and Female|2002|7.6|8.9|8.2
0.1|0.4|0.2|19|IV(b) Other peripheral nervous cell tumors|80317363|0-19|All Races|Male and Female|2002|0.1|0.4|0.2
11.0|12.6|11.8|948|IX Soft tissue and other extraosseous sarcomas|80317363|0-19|All Races|Male and Female|2002|11.1|12.6|11.8
4.4|5.4|4.9|390|IX(a) Rhabdomyosarcomas|80317363|0-19|All Races|Male and Female|2002|4.4|5.4|4.9
0.9|1.4|1.2|94|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|80317363|0-19|All Races|Male and Female|2002|0.9|1.4|1.2
~|~|~|~|IX(c) Kaposi sarcoma|80317363|0-19|All Races|Male and Female|2002|~|~|~
4.3|5.3|4.8|386|IX(d) Other specified soft tissue sarcomas|80317363|0-19|All Races|Male and Female|2002|4.3|5.3|4.8
0.8|1.2|1.0|78|IX(e) Unspecified soft tissue sarcomas|80317363|0-19|All Races|Male and Female|2002|0.8|1.2|1.0
0.2|0.5|0.3|26|Not classified by ICCC|80317363|0-19|All Races|Male and Female|2002|0.2|0.5|0.3
2.5|3.2|2.8|225|V Retinoblastoma|80317363|0-19|All Races|Male and Female|2002|2.4|3.2|2.8
6.0|7.1|6.5|520|VI Renal tumors|80317363|0-19|All Races|Male and Female|2002|5.9|7.1|6.5
5.5|6.6|6.1|482|VI(a) Nephroblastoma and other nonepithelial renal tumors|80317363|0-19|All Races|Male and Female|2002|5.5|6.6|6.0
0.3|0.6|0.5|37|VI(b) Renal carcinomas|80317363|0-19|All Races|Male and Female|2002|0.3|0.6|0.5
~|~|~|~|VI(c) Unspecified malignant renal tumors|80317363|0-19|All Races|Male and Female|2002|~|~|~
1.4|2.0|1.7|136|VII Hepatic tumors|80317363|0-19|All Races|Male and Female|2002|1.4|2.0|1.7
0.9|1.4|1.2|93|VII(a) Hepatoblastoma|80317363|0-19|All Races|Male and Female|2002|0.9|1.4|1.2
0.4|0.7|0.5|42|VII(b) Hepatic carcinomas|80317363|0-19|All Races|Male and Female|2002|0.4|0.7|0.5
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|80317363|0-19|All Races|Male and Female|2002|~|~|~
8.5|9.8|9.1|741|VIII Malignant bone tumors|80317363|0-19|All Races|Male and Female|2002|8.6|9.9|9.2
4.4|5.4|4.9|398|VIII(a) Osteosarcomas|80317363|0-19|All Races|Male and Female|2002|4.5|5.5|5.0
0.3|0.6|0.5|38|VIII(b) Chondrosarcomas|80317363|0-19|All Races|Male and Female|2002|0.3|0.6|0.5
2.7|3.5|3.1|250|VIII(c) Ewing tumor and related sarcomas of bone|80317363|0-19|All Races|Male and Female|2002|2.7|3.5|3.1
0.4|0.7|0.5|43|VIII(d) Other specified malignant bone tumors|80317363|0-19|All Races|Male and Female|2002|0.4|0.7|0.5
~|~|~|~|VIII(e) Unspecified malignant bone tumors|80317363|0-19|All Races|Male and Female|2002|~|~|~
10.3|11.8|11.0|892|X Germ cell, trophoblastic tumors & neoplasms of gonads|80317363|0-19|All Races|Male and Female|2002|10.4|11.9|11.1
1.4|1.9|1.6|132|X(a) Intracranial & intraspinal germ cell tumors|80317363|0-19|All Races|Male and Female|2002|1.4|1.9|1.6
1.3|1.8|1.5|125|X(b) Malignant extracranial & extragonadal germ cell tumors|80317363|0-19|All Races|Male and Female|2002|1.3|1.9|1.6
6.6|7.8|7.2|582|X(c) Malignant gonadal germ cell tumors|80317363|0-19|All Races|Male and Female|2002|6.7|7.9|7.2
0.2|0.5|0.4|29|X(d) Gonadal carcinomas|80317363|0-19|All Races|Male and Female|2002|0.2|0.5|0.4
0.2|0.4|0.3|24|X(e) Other and unspecified malignant gonadal tumors|80317363|0-19|All Races|Male and Female|2002|0.2|0.4|0.3
16.4|18.3|17.3|1406|XI Other malignant epithelial neoplasms and malignant melanomas|80317363|0-19|All Races|Male and Female|2002|16.6|18.4|17.5
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|80317363|0-19|All Races|Male and Female|2002|0.1|0.4|0.2
5.3|6.4|5.8|474|XI(b) Thyroid carcinomas|80317363|0-19|All Races|Male and Female|2002|5.4|6.5|5.9
0.4|0.8|0.6|49|XI(c) Nasopharyngeal carcinomas|80317363|0-19|All Races|Male and Female|2002|0.5|0.8|0.6
6.0|7.1|6.5|528|XI(d) Malignant melanomas|80317363|0-19|All Races|Male and Female|2002|6.0|7.2|6.6
~|~|~|~|XI(e) Skin carcinomas|80317363|0-19|All Races|Male and Female|2002|~|~|~
3.6|4.5|4.0|328|XI(f) Other and unspecified carcinomas|80317363|0-19|All Races|Male and Female|2002|3.7|4.6|4.1
0.7|1.2|0.9|74|XII Other and unspecified malignant neoplasms|80317363|0-19|All Races|Male and Female|2002|0.7|1.2|0.9
0.3|0.6|0.5|38|XII(a) Other specified malignant tumors|80317363|0-19|All Races|Male and Female|2002|0.3|0.6|0.5
0.3|0.6|0.4|36|XII(b) Other unspecified malignant tumors|80317363|0-19|All Races|Male and Female|2002|0.3|0.6|0.4
165.0|170.6|167.8|13701|All ICCC Groups Combined|81425816|0-19|All Races|Male and Female|2003|165.5|171.1|168.3
42.1|45.0|43.5|3528|I Leukemias, myeloproliferative & myelodysplastic diseases|81425816|0-19|All Races|Male and Female|2003|41.9|44.8|43.3
29.5|31.9|30.7|2477|I(a) Lymphoid leukemias|81425816|0-19|All Races|Male and Female|2003|29.2|31.6|30.4
7.2|8.4|7.8|639|I(b) Acute myeloid leukemias|81425816|0-19|All Races|Male and Female|2003|7.3|8.5|7.8
2.0|2.7|2.3|191|I(c) Chronic myeloproliferative diseases|81425816|0-19|All Races|Male and Female|2003|2.0|2.7|2.3
1.4|2.0|1.7|138|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|81425816|0-19|All Races|Male and Female|2003|1.4|2.0|1.7
0.8|1.3|1.0|83|I(e) Unspecified and other specified leukemias|81425816|0-19|All Races|Male and Female|2003|0.8|1.3|1.0
23.2|25.3|24.2|1987|II Lymphomas and reticuloendothelial neoplasms|81425816|0-19|All Races|Male and Female|2003|23.3|25.5|24.4
11.7|13.2|12.4|1024|II(a) Hodgkin lymphomas|81425816|0-19|All Races|Male and Female|2003|11.8|13.4|12.6
7.5|8.7|8.1|661|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|81425816|0-19|All Races|Male and Female|2003|7.5|8.8|8.1
2.3|3.0|2.6|212|II(c) Burkitt lymphoma|81425816|0-19|All Races|Male and Female|2003|2.3|3.0|2.6
0.7|1.1|0.9|74|II(d) Miscellaneous lymphoreticular neoplasms|81425816|0-19|All Races|Male and Female|2003|0.7|1.1|0.9
0.1|0.3|0.2|16|II(e) Unspecified lymphomas|81425816|0-19|All Races|Male and Female|2003|0.1|0.3|0.2
29.0|31.4|30.2|2448|III CNS and misc intracranial and intraspinal neoplasms|81425816|0-19|All Races|Male and Female|2003|28.9|31.3|30.1
2.0|2.6|2.3|186|III(a) Ependymomas and choroid plexus tumor|81425816|0-19|All Races|Male and Female|2003|2.0|2.6|2.3
14.5|16.2|15.3|1247|III(b) Astrocytomas|81425816|0-19|All Races|Male and Female|2003|14.5|16.2|15.3
5.6|6.7|6.1|493|III(c) Intracranial and intraspinal embryonal tumors|81425816|0-19|All Races|Male and Female|2003|5.5|6.6|6.1
4.7|5.7|5.2|423|III(d) Other gliomas|81425816|0-19|All Races|Male and Female|2003|4.7|5.7|5.2
0.7|1.1|0.8|68|III(e) Other specified intracranial & intraspinal neoplasms|81425816|0-19|All Races|Male and Female|2003|0.6|1.1|0.8
0.3|0.5|0.4|31|III(f) Unspecified intracranial and intraspinal neoplasms|81425816|0-19|All Races|Male and Female|2003|0.3|0.5|0.4
7.6|8.9|8.2|668|IV Neuroblastoma and other peripheral nervous cell tumors|81425816|0-19|All Races|Male and Female|2003|7.6|8.9|8.2
7.4|8.7|8.0|653|IV(a) Neuroblastoma and ganglioneuroblastoma|81425816|0-19|All Races|Male and Female|2003|7.4|8.7|8.0
~|~|~|~|IV(b) Other peripheral nervous cell tumors|81425816|0-19|All Races|Male and Female|2003|~|~|~
11.5|13.0|12.2|1000|IX Soft tissue and other extraosseous sarcomas|81425816|0-19|All Races|Male and Female|2003|11.5|13.1|12.3
4.3|5.3|4.8|389|IX(a) Rhabdomyosarcomas|81425816|0-19|All Races|Male and Female|2003|4.3|5.3|4.8
1.2|1.8|1.5|120|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|81425816|0-19|All Races|Male and Female|2003|1.2|1.8|1.5
~|~|~|~|IX(c) Kaposi sarcoma|81425816|0-19|All Races|Male and Female|2003|~|~|~
4.2|5.2|4.7|386|IX(d) Other specified soft tissue sarcomas|81425816|0-19|All Races|Male and Female|2003|4.3|5.2|4.7
1.0|1.5|1.2|102|IX(e) Unspecified soft tissue sarcomas|81425816|0-19|All Races|Male and Female|2003|1.0|1.5|1.3
0.1|0.4|0.2|19|Not classified by ICCC|81425816|0-19|All Races|Male and Female|2003|0.1|0.4|0.2
2.7|3.5|3.1|250|V Retinoblastoma|81425816|0-19|All Races|Male and Female|2003|2.7|3.5|3.1
6.2|7.3|6.7|544|VI Renal tumors|81425816|0-19|All Races|Male and Female|2003|6.1|7.3|6.7
5.6|6.7|6.1|495|VI(a) Nephroblastoma and other nonepithelial renal tumors|81425816|0-19|All Races|Male and Female|2003|5.6|6.6|6.1
0.4|0.7|0.5|45|VI(b) Renal carcinomas|81425816|0-19|All Races|Male and Female|2003|0.4|0.7|0.6
~|~|~|~|VI(c) Unspecified malignant renal tumors|81425816|0-19|All Races|Male and Female|2003|~|~|~
1.8|2.5|2.1|173|VII Hepatic tumors|81425816|0-19|All Races|Male and Female|2003|1.8|2.5|2.1
1.3|1.8|1.5|123|VII(a) Hepatoblastoma|81425816|0-19|All Races|Male and Female|2003|1.3|1.8|1.5
0.5|0.8|0.6|50|VII(b) Hepatic carcinomas|81425816|0-19|All Races|Male and Female|2003|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|81425816|0-19|All Races|Male and Female|2003|~|~|~
8.0|9.3|8.7|714|VIII Malignant bone tumors|81425816|0-19|All Races|Male and Female|2003|8.1|9.4|8.8
4.8|5.8|5.3|436|VIII(a) Osteosarcomas|81425816|0-19|All Races|Male and Female|2003|4.9|5.9|5.4
0.2|0.4|0.3|21|VIII(b) Chondrosarcomas|81425816|0-19|All Races|Male and Female|2003|0.2|0.4|0.3
2.2|2.9|2.6|212|VIII(c) Ewing tumor and related sarcomas of bone|81425816|0-19|All Races|Male and Female|2003|2.3|3.0|2.6
0.2|0.5|0.3|28|VIII(d) Other specified malignant bone tumors|81425816|0-19|All Races|Male and Female|2003|0.2|0.5|0.3
0.1|0.3|0.2|17|VIII(e) Unspecified malignant bone tumors|81425816|0-19|All Races|Male and Female|2003|0.1|0.3|0.2
9.6|11.0|10.3|848|X Germ cell, trophoblastic tumors & neoplasms of gonads|81425816|0-19|All Races|Male and Female|2003|9.7|11.1|10.4
1.1|1.6|1.4|112|X(a) Intracranial & intraspinal germ cell tumors|81425816|0-19|All Races|Male and Female|2003|1.1|1.7|1.4
1.2|1.8|1.5|121|X(b) Malignant extracranial & extragonadal germ cell tumors|81425816|0-19|All Races|Male and Female|2003|1.2|1.8|1.5
6.1|7.3|6.7|553|X(c) Malignant gonadal germ cell tumors|81425816|0-19|All Races|Male and Female|2003|6.2|7.4|6.8
0.2|0.5|0.3|29|X(d) Gonadal carcinomas|81425816|0-19|All Races|Male and Female|2003|0.2|0.5|0.4
0.3|0.6|0.4|33|X(e) Other and unspecified malignant gonadal tumors|81425816|0-19|All Races|Male and Female|2003|0.3|0.6|0.4
16.5|18.3|17.3|1434|XI Other malignant epithelial neoplasms and malignant melanomas|81425816|0-19|All Races|Male and Female|2003|16.7|18.5|17.6
0.1|0.4|0.2|20|XI(a) Adrenocortical carcinomas|81425816|0-19|All Races|Male and Female|2003|0.2|0.4|0.2
5.7|6.7|6.2|512|XI(b) Thyroid carcinomas|81425816|0-19|All Races|Male and Female|2003|5.8|6.9|6.3
0.5|0.9|0.7|54|XI(c) Nasopharyngeal carcinomas|81425816|0-19|All Races|Male and Female|2003|0.5|0.9|0.7
5.4|6.5|5.9|491|XI(d) Malignant melanomas|81425816|0-19|All Races|Male and Female|2003|5.5|6.6|6.0
~|~|~|~|XI(e) Skin carcinomas|81425816|0-19|All Races|Male and Female|2003|~|~|~
3.8|4.7|4.2|348|XI(f) Other and unspecified carcinomas|81425816|0-19|All Races|Male and Female|2003|3.8|4.7|4.3
0.9|1.3|1.1|88|XII Other and unspecified malignant neoplasms|81425816|0-19|All Races|Male and Female|2003|0.9|1.3|1.1
0.3|0.7|0.5|40|XII(a) Other specified malignant tumors|81425816|0-19|All Races|Male and Female|2003|0.4|0.7|0.5
0.4|0.8|0.6|48|XII(b) Other unspecified malignant tumors|81425816|0-19|All Races|Male and Female|2003|0.4|0.8|0.6
171.6|177.3|174.4|14330|All ICCC Groups Combined|81754354|0-19|All Races|Male and Female|2004|172.4|178.2|175.3
44.8|47.8|46.3|3773|I Leukemias, myeloproliferative & myelodysplastic diseases|81754354|0-19|All Races|Male and Female|2004|44.7|47.6|46.2
32.0|34.5|33.2|2700|I(a) Lymphoid leukemias|81754354|0-19|All Races|Male and Female|2004|31.8|34.3|33.0
7.6|8.9|8.2|677|I(b) Acute myeloid leukemias|81754354|0-19|All Races|Male and Female|2004|7.7|8.9|8.3
1.9|2.5|2.2|182|I(c) Chronic myeloproliferative diseases|81754354|0-19|All Races|Male and Female|2004|1.9|2.6|2.2
1.1|1.7|1.4|113|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|81754354|0-19|All Races|Male and Female|2004|1.1|1.7|1.4
1.0|1.5|1.2|101|I(e) Unspecified and other specified leukemias|81754354|0-19|All Races|Male and Female|2004|1.0|1.5|1.2
23.1|25.2|24.2|2000|II Lymphomas and reticuloendothelial neoplasms|81754354|0-19|All Races|Male and Female|2004|23.4|25.6|24.5
11.1|12.6|11.9|990|II(a) Hodgkin lymphomas|81754354|0-19|All Races|Male and Female|2004|11.4|12.9|12.1
7.9|9.2|8.6|706|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|81754354|0-19|All Races|Male and Female|2004|8.0|9.3|8.6
2.0|2.7|2.3|191|II(c) Burkitt lymphoma|81754354|0-19|All Races|Male and Female|2004|2.0|2.7|2.3
0.8|1.3|1.0|86|II(d) Miscellaneous lymphoreticular neoplasms|81754354|0-19|All Races|Male and Female|2004|0.8|1.3|1.1
0.2|0.5|0.3|27|II(e) Unspecified lymphomas|81754354|0-19|All Races|Male and Female|2004|0.2|0.5|0.3
30.9|33.4|32.2|2618|III CNS and misc intracranial and intraspinal neoplasms|81754354|0-19|All Races|Male and Female|2004|30.8|33.3|32.0
2.4|3.1|2.7|224|III(a) Ependymomas and choroid plexus tumor|81754354|0-19|All Races|Male and Female|2004|2.4|3.1|2.7
15.6|17.4|16.5|1346|III(b) Astrocytomas|81754354|0-19|All Races|Male and Female|2004|15.6|17.4|16.5
6.0|7.2|6.6|533|III(c) Intracranial and intraspinal embryonal tumors|81754354|0-19|All Races|Male and Female|2004|6.0|7.1|6.5
4.6|5.6|5.1|413|III(d) Other gliomas|81754354|0-19|All Races|Male and Female|2004|4.6|5.6|5.1
0.5|0.9|0.7|59|III(e) Other specified intracranial & intraspinal neoplasms|81754354|0-19|All Races|Male and Female|2004|0.5|0.9|0.7
0.4|0.7|0.5|43|III(f) Unspecified intracranial and intraspinal neoplasms|81754354|0-19|All Races|Male and Female|2004|0.4|0.7|0.5
7.9|9.1|8.5|695|IV Neuroblastoma and other peripheral nervous cell tumors|81754354|0-19|All Races|Male and Female|2004|7.9|9.2|8.5
7.6|8.8|8.2|672|IV(a) Neuroblastoma and ganglioneuroblastoma|81754354|0-19|All Races|Male and Female|2004|7.6|8.9|8.2
0.2|0.4|0.3|23|IV(b) Other peripheral nervous cell tumors|81754354|0-19|All Races|Male and Female|2004|0.2|0.4|0.3
11.3|12.8|12.0|991|IX Soft tissue and other extraosseous sarcomas|81754354|0-19|All Races|Male and Female|2004|11.4|12.9|12.1
3.9|4.8|4.3|351|IX(a) Rhabdomyosarcomas|81754354|0-19|All Races|Male and Female|2004|3.9|4.8|4.3
1.1|1.6|1.4|113|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|81754354|0-19|All Races|Male and Female|2004|1.1|1.7|1.4
~|~|~|~|IX(c) Kaposi sarcoma|81754354|0-19|All Races|Male and Female|2004|~|~|~
4.6|5.6|5.1|423|IX(d) Other specified soft tissue sarcomas|81754354|0-19|All Races|Male and Female|2004|4.7|5.7|5.2
1.0|1.5|1.2|100|IX(e) Unspecified soft tissue sarcomas|81754354|0-19|All Races|Male and Female|2004|1.0|1.5|1.2
0.2|0.4|0.3|25|Not classified by ICCC|81754354|0-19|All Races|Male and Female|2004|0.2|0.5|0.3
2.9|3.6|3.2|266|V Retinoblastoma|81754354|0-19|All Races|Male and Female|2004|2.9|3.7|3.3
6.0|7.1|6.5|530|VI Renal tumors|81754354|0-19|All Races|Male and Female|2004|5.9|7.1|6.5
5.4|6.5|5.9|480|VI(a) Nephroblastoma and other nonepithelial renal tumors|81754354|0-19|All Races|Male and Female|2004|5.4|6.4|5.9
0.4|0.8|0.6|47|VI(b) Renal carcinomas|81754354|0-19|All Races|Male and Female|2004|0.4|0.8|0.6
~|~|~|~|VI(c) Unspecified malignant renal tumors|81754354|0-19|All Races|Male and Female|2004|~|~|~
2.1|2.8|2.4|197|VII Hepatic tumors|81754354|0-19|All Races|Male and Female|2004|2.1|2.8|2.4
1.5|2.1|1.8|145|VII(a) Hepatoblastoma|81754354|0-19|All Races|Male and Female|2004|1.5|2.1|1.8
0.4|0.8|0.6|48|VII(b) Hepatic carcinomas|81754354|0-19|All Races|Male and Female|2004|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|81754354|0-19|All Races|Male and Female|2004|~|~|~
8.4|9.7|9.1|750|VIII Malignant bone tumors|81754354|0-19|All Races|Male and Female|2004|8.5|9.9|9.2
4.7|5.7|5.1|426|VIII(a) Osteosarcomas|81754354|0-19|All Races|Male and Female|2004|4.7|5.7|5.2
0.4|0.7|0.5|42|VIII(b) Chondrosarcomas|81754354|0-19|All Races|Male and Female|2004|0.4|0.7|0.5
2.4|3.1|2.7|227|VIII(c) Ewing tumor and related sarcomas of bone|81754354|0-19|All Races|Male and Female|2004|2.4|3.2|2.8
0.4|0.7|0.5|42|VIII(d) Other specified malignant bone tumors|81754354|0-19|All Races|Male and Female|2004|0.4|0.7|0.5
~|~|~|~|VIII(e) Unspecified malignant bone tumors|81754354|0-19|All Races|Male and Female|2004|~|~|~
10.4|11.9|11.1|927|X Germ cell, trophoblastic tumors & neoplasms of gonads|81754354|0-19|All Races|Male and Female|2004|10.6|12.1|11.3
1.5|2.1|1.8|148|X(a) Intracranial & intraspinal germ cell tumors|81754354|0-19|All Races|Male and Female|2004|1.5|2.1|1.8
1.1|1.6|1.3|110|X(b) Malignant extracranial & extragonadal germ cell tumors|81754354|0-19|All Races|Male and Female|2004|1.1|1.6|1.3
6.7|7.9|7.3|609|X(c) Malignant gonadal germ cell tumors|81754354|0-19|All Races|Male and Female|2004|6.9|8.1|7.4
0.3|0.6|0.4|33|X(d) Gonadal carcinomas|81754354|0-19|All Races|Male and Female|2004|0.3|0.6|0.4
0.2|0.5|0.3|27|X(e) Other and unspecified malignant gonadal tumors|81754354|0-19|All Races|Male and Female|2004|0.2|0.5|0.3
16.9|18.8|17.8|1486|XI Other malignant epithelial neoplasms and malignant melanomas|81754354|0-19|All Races|Male and Female|2004|17.3|19.1|18.2
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|81754354|0-19|All Races|Male and Female|2004|0.1|0.4|0.2
6.3|7.4|6.8|569|XI(b) Thyroid carcinomas|81754354|0-19|All Races|Male and Female|2004|6.4|7.6|7.0
0.4|0.7|0.5|46|XI(c) Nasopharyngeal carcinomas|81754354|0-19|All Races|Male and Female|2004|0.4|0.8|0.6
5.9|7.0|6.4|537|XI(d) Malignant melanomas|81754354|0-19|All Races|Male and Female|2004|6.0|7.1|6.6
~|~|~|~|XI(e) Skin carcinomas|81754354|0-19|All Races|Male and Female|2004|~|~|~
3.3|4.1|3.7|308|XI(f) Other and unspecified carcinomas|81754354|0-19|All Races|Male and Female|2004|3.4|4.2|3.8
0.7|1.1|0.9|72|XII Other and unspecified malignant neoplasms|81754354|0-19|All Races|Male and Female|2004|0.7|1.1|0.9
0.2|0.5|0.4|29|XII(a) Other specified malignant tumors|81754354|0-19|All Races|Male and Female|2004|0.2|0.5|0.4
0.4|0.7|0.5|43|XII(b) Other unspecified malignant tumors|81754354|0-19|All Races|Male and Female|2004|0.4|0.7|0.5
170.0|175.7|172.8|14283|All ICCC Groups Combined|82005260|0-19|All Races|Male and Female|2005|171.3|177.1|174.2
43.1|46.1|44.6|3651|I Leukemias, myeloproliferative & myelodysplastic diseases|82005260|0-19|All Races|Male and Female|2005|43.1|46.0|44.5
30.8|33.3|32.0|2613|I(a) Lymphoid leukemias|82005260|0-19|All Races|Male and Female|2005|30.7|33.1|31.9
7.0|8.2|7.5|624|I(b) Acute myeloid leukemias|82005260|0-19|All Races|Male and Female|2005|7.0|8.2|7.6
1.8|2.4|2.1|174|I(c) Chronic myeloproliferative diseases|82005260|0-19|All Races|Male and Female|2005|1.8|2.5|2.1
1.4|1.9|1.6|133|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82005260|0-19|All Races|Male and Female|2005|1.4|1.9|1.6
1.1|1.6|1.3|107|I(e) Unspecified and other specified leukemias|82005260|0-19|All Races|Male and Female|2005|1.1|1.6|1.3
24.8|27.0|25.9|2157|II Lymphomas and reticuloendothelial neoplasms|82005260|0-19|All Races|Male and Female|2005|25.2|27.4|26.3
12.0|13.5|12.7|1071|II(a) Hodgkin lymphomas|82005260|0-19|All Races|Male and Female|2005|12.3|13.9|13.1
8.4|9.7|9.0|748|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82005260|0-19|All Races|Male and Female|2005|8.5|9.8|9.1
2.2|2.9|2.5|205|II(c) Burkitt lymphoma|82005260|0-19|All Races|Male and Female|2005|2.2|2.9|2.5
1.0|1.5|1.3|104|II(d) Miscellaneous lymphoreticular neoplasms|82005260|0-19|All Races|Male and Female|2005|1.0|1.5|1.3
0.2|0.5|0.3|29|II(e) Unspecified lymphomas|82005260|0-19|All Races|Male and Female|2005|0.2|0.5|0.4
29.2|31.6|30.4|2480|III CNS and misc intracranial and intraspinal neoplasms|82005260|0-19|All Races|Male and Female|2005|29.1|31.5|30.2
2.6|3.3|2.9|241|III(a) Ependymomas and choroid plexus tumor|82005260|0-19|All Races|Male and Female|2005|2.6|3.3|2.9
14.7|16.4|15.5|1271|III(b) Astrocytomas|82005260|0-19|All Races|Male and Female|2005|14.7|16.4|15.5
5.4|6.5|5.9|480|III(c) Intracranial and intraspinal embryonal tumors|82005260|0-19|All Races|Male and Female|2005|5.3|6.4|5.9
