AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
<1|5.5|11.4|8.1|32|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|3951495|2010
<1|~|~|~|~|I(e) Unspecified and other specified leukemias|3951495|2010
<1|14.7|23.5|18.7|74|II Lymphomas and reticuloendothelial neoplasms|3951495|2010
<1|~|~|~|~|II(a) Hodgkin lymphomas|3951495|2010
<1|~|~|~|~|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|3951495|2010
<1|~|~|~|~|II(c) Burkitt lymphoma|3951495|2010
<1|12.3|20.4|15.9|63|II(d) Miscellaneous lymphoreticular neoplasms|3951495|2010
<1|~|~|~|~|II(e) Unspecified lymphomas|3951495|2010
<1|28.4|40.2|33.9|134|III CNS and misc intracranial and intraspinal neoplasms|3951495|2010
<1|2.5|6.9|4.3|17|III(a) Ependymomas and choroid plexus tumor|3951495|2010
<1|10.7|18.4|14.2|56|III(b) Astrocytomas|3951495|2010
<1|8.1|14.9|11.1|44|III(c) Intracranial and intraspinal embryonal tumors|3951495|2010
<1|~|~|~|~|III(d) Other gliomas|3951495|2010
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|3951495|2010
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|3951495|2010
<1|53.3|68.9|60.7|240|IV Neuroblastoma and other peripheral nervous cell tumors|3951495|2010
<1|53.1|68.7|60.5|239|IV(a) Neuroblastoma and ganglioneuroblastoma|3951495|2010
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|3951495|2010
<1|11.8|19.8|15.4|61|IX Soft tissue and other extraosseous sarcomas|3951495|2010
<1|2.5|6.9|4.3|17|IX(a) Rhabdomyosarcomas|3951495|2010
<1|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|3951495|2010
<1|~|~|~|~|IX(c) Kaposi sarcoma|3951495|2010
<1|2.7|7.2|4.6|18|IX(d) Other specified soft tissue sarcomas|3951495|2010
<1|2.3|6.6|4.0|16|IX(e) Unspecified soft tissue sarcomas|3951495|2010
<1|~|~|~|~|Not classified by ICCC|3951495|2010
<1|23.6|34.4|28.6|113|V Retinoblastoma|3951495|2010
<1|10.9|18.7|14.4|57|VI Renal tumors|3951495|2010
<1|10.9|18.7|14.4|57|VI(a) Nephroblastoma and other nonepithelial renal tumors|3951495|2010
<1|~|~|~|~|VI(b) Renal carcinomas|3951495|2010
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|3951495|2010
<1|10.3|17.8|13.7|54|VII Hepatic tumors|3951495|2010
<1|9.8|17.3|13.2|52|VII(a) Hepatoblastoma|3951495|2010
<1|~|~|~|~|VII(b) Hepatic carcinomas|3951495|2010
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|3951495|2010
<1|~|~|~|~|VIII Malignant bone tumors|3951495|2010
<1|~|~|~|~|VIII(a) Osteosarcomas|3951495|2010
<1|~|~|~|~|VIII(b) Chondrosarcomas|3951495|2010
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|3951495|2010
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3951495|2010
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3951495|2010
<1|17.0|26.3|21.3|84|X Germ cell, trophoblastic tumors & neoplasms of gonads|3951495|2010
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|3951495|2010
<1|9.4|16.7|12.7|50|X(b) Malignant extracranial & extragonadal germ cell tumors|3951495|2010
<1|4.9|10.5|7.3|29|X(c) Malignant gonadal germ cell tumors|3951495|2010
<1|~|~|~|~|X(d) Gonadal carcinomas|3951495|2010
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3951495|2010
<1|2.9|7.5|4.8|19|XI Other malignant epithelial neoplasms and malignant melanomas|3951495|2010
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3951495|2010
<1|~|~|~|~|XI(b) Thyroid carcinomas|3951495|2010
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|3951495|2010
<1|~|~|~|~|XI(d) Malignant melanomas|3951495|2010
<1|~|~|~|~|XI(e) Skin carcinomas|3951495|2010
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3951495|2010
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|3951495|2010
<1|~|~|~|~|XII(a) Other specified malignant tumors|3951495|2010
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3951495|2010
1-4|228.0|243.0|235.4|3805|All ICCC Groups Combined|16162947|2011
1-4|89.8|99.3|94.5|1527|I Leukemias, myeloproliferative & myelodysplastic diseases|16162947|2011
1-4|75.0|83.8|79.3|1282|I(a) Lymphoid leukemias|16162947|2011
1-4|9.1|12.3|10.6|171|I(b) Acute myeloid leukemias|16162947|2011
1-4|~|~|~|~|I(c) Chronic myeloproliferative diseases|16162947|2011
1-4|1.3|2.7|1.9|31|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|16162947|2011
1-4|1.2|2.5|1.7|28|I(e) Unspecified and other specified leukemias|16162947|2011
1-4|13.6|17.5|15.5|250|II Lymphomas and reticuloendothelial neoplasms|16162947|2011
1-4|~|~|~|~|II(a) Hodgkin lymphomas|16162947|2011
1-4|3.5|5.7|4.5|73|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|16162947|2011
1-4|1.2|2.6|1.8|29|II(c) Burkitt lymphoma|16162947|2011
1-4|6.7|9.5|8.0|129|II(d) Miscellaneous lymphoreticular neoplasms|16162947|2011
1-4|~|~|~|~|II(e) Unspecified lymphomas|16162947|2011
1-4|43.3|50.0|46.6|753|III CNS and misc intracranial and intraspinal neoplasms|16162947|2011
1-4|5.0|7.5|6.1|99|III(a) Ependymomas and choroid plexus tumor|16162947|2011
1-4|20.6|25.3|22.8|369|III(b) Astrocytomas|16162947|2011
1-4|9.4|12.7|11.0|177|III(c) Intracranial and intraspinal embryonal tumors|16162947|2011
1-4|4.6|7.0|5.8|93|III(d) Other gliomas|16162947|2011
1-4|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|16162947|2011
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|16162947|2011
1-4|20.0|24.7|22.3|360|IV Neuroblastoma and other peripheral nervous cell tumors|16162947|2011
1-4|19.9|24.5|22.1|357|IV(a) Neuroblastoma and ganglioneuroblastoma|16162947|2011
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|16162947|2011
1-4|9.9|13.3|11.5|186|IX Soft tissue and other extraosseous sarcomas|16162947|2011
1-4|7.0|9.9|8.4|135|IX(a) Rhabdomyosarcomas|16162947|2011
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|16162947|2011
1-4|~|~|~|~|IX(c) Kaposi sarcoma|16162947|2011
1-4|1.4|2.9|2.0|33|IX(d) Other specified soft tissue sarcomas|16162947|2011
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|16162947|2011
1-4|~|~|~|~|Not classified by ICCC|16162947|2011
1-4|7.2|10.2|8.6|139|V Retinoblastoma|16162947|2011
1-4|19.3|23.9|21.5|348|VI Renal tumors|16162947|2011
1-4|19.2|23.8|21.4|346|VI(a) Nephroblastoma and other nonepithelial renal tumors|16162947|2011
1-4|~|~|~|~|VI(b) Renal carcinomas|16162947|2011
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|16162947|2011
1-4|5.4|8.0|6.6|107|VII Hepatic tumors|16162947|2011
1-4|5.3|7.8|6.4|104|VII(a) Hepatoblastoma|16162947|2011
1-4|~|~|~|~|VII(b) Hepatic carcinomas|16162947|2011
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|16162947|2011
1-4|1.6|3.2|2.3|37|VIII Malignant bone tumors|16162947|2011
1-4|~|~|~|~|VIII(a) Osteosarcomas|16162947|2011
1-4|~|~|~|~|VIII(b) Chondrosarcomas|16162947|2011
1-4|0.9|2.1|1.4|22|VIII(c) Ewing tumor and related sarcomas of bone|16162947|2011
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|16162947|2011
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|16162947|2011
1-4|2.6|4.4|3.4|55|X Germ cell, trophoblastic tumors & neoplasms of gonads|16162947|2011
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|16162947|2011
1-4|1.1|2.4|1.7|27|X(b) Malignant extracranial & extragonadal germ cell tumors|16162947|2011
1-4|0.7|1.8|1.2|19|X(c) Malignant gonadal germ cell tumors|16162947|2011
1-4|~|~|~|~|X(d) Gonadal carcinomas|16162947|2011
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|16162947|2011
1-4|1.1|2.4|1.6|26|XI Other malignant epithelial neoplasms and malignant melanomas|16162947|2011
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|16162947|2011
1-4|~|~|~|~|XI(b) Thyroid carcinomas|16162947|2011
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|16162947|2011
1-4|~|~|~|~|XI(d) Malignant melanomas|16162947|2011
1-4|~|~|~|~|XI(e) Skin carcinomas|16162947|2011
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|16162947|2011
1-4|~|~|~|~|XII Other and unspecified malignant neoplasms|16162947|2011
1-4|~|~|~|~|XII(a) Other specified malignant tumors|16162947|2011
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|16162947|2011
10-14|136.9|147.2|142.0|2942|All ICCC Groups Combined|20715026|2011
10-14|30.9|35.9|33.3|690|I Leukemias, myeloproliferative & myelodysplastic diseases|20715026|2011
10-14|20.0|24.1|22.0|455|I(a) Lymphoid leukemias|20715026|2011
10-14|5.7|8.0|6.8|140|I(b) Acute myeloid leukemias|20715026|2011
10-14|2.0|3.5|2.7|56|I(c) Chronic myeloproliferative diseases|20715026|2011
10-14|0.6|1.4|0.9|19|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20715026|2011
10-14|0.6|1.5|1.0|20|I(e) Unspecified and other specified leukemias|20715026|2011
10-14|23.6|28.0|25.7|533|II Lymphomas and reticuloendothelial neoplasms|20715026|2011
10-14|9.6|12.5|11.0|228|II(a) Hodgkin lymphomas|20715026|2011
10-14|7.3|9.8|8.5|176|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20715026|2011
10-14|2.0|3.5|2.7|55|II(c) Burkitt lymphoma|20715026|2011
10-14|2.5|4.2|3.3|68|II(d) Miscellaneous lymphoreticular neoplasms|20715026|2011
10-14|~|~|~|~|II(e) Unspecified lymphomas|20715026|2011
10-14|26.6|31.2|28.8|597|III CNS and misc intracranial and intraspinal neoplasms|20715026|2011
10-14|1.4|2.6|1.9|40|III(a) Ependymomas and choroid plexus tumor|20715026|2011
10-14|14.6|18.1|16.3|337|III(b) Astrocytomas|20715026|2011
10-14|2.8|4.4|3.5|73|III(c) Intracranial and intraspinal embryonal tumors|20715026|2011
10-14|4.9|7.0|5.9|122|III(d) Other gliomas|20715026|2011
10-14|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20715026|2011
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20715026|2011
10-14|0.9|2.0|1.4|28|IV Neuroblastoma and other peripheral nervous cell tumors|20715026|2011
10-14|0.6|1.5|1.0|21|IV(a) Neuroblastoma and ganglioneuroblastoma|20715026|2011
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20715026|2011
10-14|10.5|13.5|11.9|247|IX Soft tissue and other extraosseous sarcomas|20715026|2011
10-14|2.8|4.5|3.6|75|IX(a) Rhabdomyosarcomas|20715026|2011
10-14|0.7|1.7|1.1|23|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20715026|2011
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20715026|2011
10-14|4.5|6.6|5.5|114|IX(d) Other specified soft tissue sarcomas|20715026|2011
10-14|1.2|2.3|1.7|35|IX(e) Unspecified soft tissue sarcomas|20715026|2011
10-14|~|~|~|~|Not classified by ICCC|20715026|2011
10-14|~|~|~|~|V Retinoblastoma|20715026|2011
10-14|1.1|2.2|1.5|32|VI Renal tumors|20715026|2011
10-14|0.6|1.4|0.9|19|VI(a) Nephroblastoma and other nonepithelial renal tumors|20715026|2011
10-14|~|~|~|~|VI(b) Renal carcinomas|20715026|2011
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20715026|2011
10-14|0.8|1.8|1.2|25|VII Hepatic tumors|20715026|2011
10-14|~|~|~|~|VII(a) Hepatoblastoma|20715026|2011
10-14|0.4|1.3|0.8|16|VII(b) Hepatic carcinomas|20715026|2011
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20715026|2011
10-14|12.4|15.7|14.0|290|VIII Malignant bone tumors|20715026|2011
10-14|7.2|9.7|8.4|174|VIII(a) Osteosarcomas|20715026|2011
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20715026|2011
10-14|3.8|5.8|4.7|98|VIII(c) Ewing tumor and related sarcomas of bone|20715026|2011
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|20715026|2011
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20715026|2011
10-14|5.8|8.1|6.9|142|X Germ cell, trophoblastic tumors & neoplasms of gonads|20715026|2011
10-14|2.0|3.5|2.7|56|X(a) Intracranial & intraspinal germ cell tumors|20715026|2011
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20715026|2011
10-14|2.8|4.4|3.5|73|X(c) Malignant gonadal germ cell tumors|20715026|2011
10-14|~|~|~|~|X(d) Gonadal carcinomas|20715026|2011
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20715026|2011
10-14|14.7|18.3|16.4|340|XI Other malignant epithelial neoplasms and malignant melanomas|20715026|2011
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20715026|2011
10-14|7.1|9.6|8.3|171|XI(b) Thyroid carcinomas|20715026|2011
10-14|0.5|1.3|0.8|17|XI(c) Nasopharyngeal carcinomas|20715026|2011
10-14|2.5|4.1|3.2|66|XI(d) Malignant melanomas|20715026|2011
10-14|~|~|~|~|XI(e) Skin carcinomas|20715026|2011
10-14|3.1|4.9|4.0|82|XI(f) Other and unspecified carcinomas|20715026|2011
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20715026|2011
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20715026|2011
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20715026|2011
15-19|219.6|232.3|225.9|4894|All ICCC Groups Combined|21661743|2011
15-19|32.2|37.2|34.6|750|I Leukemias, myeloproliferative & myelodysplastic diseases|21661743|2011
15-19|16.0|19.5|17.7|383|I(a) Lymphoid leukemias|21661743|2011
15-19|8.9|11.7|10.2|222|I(b) Acute myeloid leukemias|21661743|2011
15-19|3.4|5.2|4.2|92|I(c) Chronic myeloproliferative diseases|21661743|2011
15-19|0.7|1.6|1.1|24|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21661743|2011
15-19|0.9|1.9|1.3|29|I(e) Unspecified and other specified leukemias|21661743|2011
15-19|48.0|54.0|50.9|1103|II Lymphomas and reticuloendothelial neoplasms|21661743|2011
15-19|29.4|34.2|31.8|688|II(a) Hodgkin lymphomas|21661743|2011
15-19|13.1|16.3|14.6|317|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21661743|2011
15-19|1.6|2.8|2.1|46|II(c) Burkitt lymphoma|21661743|2011
15-19|1.2|2.4|1.7|37|II(d) Miscellaneous lymphoreticular neoplasms|21661743|2011
15-19|~|~|~|~|II(e) Unspecified lymphomas|21661743|2011
15-19|23.5|27.8|25.6|554|III CNS and misc intracranial and intraspinal neoplasms|21661743|2011
15-19|0.8|1.8|1.2|27|III(a) Ependymomas and choroid plexus tumor|21661743|2011
15-19|13.3|16.6|14.9|322|III(b) Astrocytomas|21661743|2011
15-19|2.7|4.3|3.4|74|III(c) Intracranial and intraspinal embryonal tumors|21661743|2011
15-19|4.2|6.1|5.1|110|III(d) Other gliomas|21661743|2011
15-19|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|21661743|2011
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21661743|2011
15-19|0.4|1.2|0.7|16|IV Neuroblastoma and other peripheral nervous cell tumors|21661743|2011
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|21661743|2011
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21661743|2011
15-19|13.9|17.3|15.5|336|IX Soft tissue and other extraosseous sarcomas|21661743|2011
15-19|2.6|4.2|3.3|72|IX(a) Rhabdomyosarcomas|21661743|2011
15-19|1.5|2.8|2.1|45|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21661743|2011
15-19|~|~|~|~|IX(c) Kaposi sarcoma|21661743|2011
15-19|6.9|9.3|8.0|174|IX(d) Other specified soft tissue sarcomas|21661743|2011
15-19|1.3|2.5|1.8|40|IX(e) Unspecified soft tissue sarcomas|21661743|2011
15-19|~|~|~|~|Not classified by ICCC|21661743|2011
15-19|~|~|~|~|V Retinoblastoma|21661743|2011
15-19|1.3|2.5|1.8|40|VI Renal tumors|21661743|2011
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|21661743|2011
15-19|1.1|2.2|1.6|34|VI(b) Renal carcinomas|21661743|2011
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|21661743|2011
15-19|0.6|1.4|0.9|20|VII Hepatic tumors|21661743|2011
15-19|~|~|~|~|VII(a) Hepatoblastoma|21661743|2011
15-19|0.5|1.4|0.9|19|VII(b) Hepatic carcinomas|21661743|2011
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21661743|2011
15-19|12.0|15.1|13.5|292|VIII Malignant bone tumors|21661743|2011
15-19|6.8|9.2|7.9|172|VIII(a) Osteosarcomas|21661743|2011
15-19|~|~|~|~|VIII(b) Chondrosarcomas|21661743|2011
15-19|3.3|5.1|4.2|90|VIII(c) Ewing tumor and related sarcomas of bone|21661743|2011
15-19|~|~|~|~|VIII(d) Other specified malignant bone tumors|21661743|2011
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21661743|2011
15-19|25.6|30.1|27.7|601|X Germ cell, trophoblastic tumors & neoplasms of gonads|21661743|2011
15-19|1.5|2.8|2.1|45|X(a) Intracranial & intraspinal germ cell tumors|21661743|2011
15-19|1.4|2.6|1.9|42|X(b) Malignant extracranial & extragonadal germ cell tumors|21661743|2011
15-19|20.2|24.2|22.2|480|X(c) Malignant gonadal germ cell tumors|21661743|2011
15-19|0.5|1.4|0.9|19|X(d) Gonadal carcinomas|21661743|2011
15-19|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|21661743|2011
15-19|50.2|56.3|53.2|1152|XI Other malignant epithelial neoplasms and malignant melanomas|21661743|2011
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|21661743|2011
15-19|25.3|29.8|27.5|596|XI(b) Thyroid carcinomas|21661743|2011
15-19|1.0|2.1|1.5|33|XI(c) Nasopharyngeal carcinomas|21661743|2011
15-19|9.6|12.5|11.0|238|XI(d) Malignant melanomas|21661743|2011
15-19|~|~|~|~|XI(e) Skin carcinomas|21661743|2011
15-19|11.2|14.3|12.7|275|XI(f) Other and unspecified carcinomas|21661743|2011
15-19|0.5|1.4|0.9|19|XII Other and unspecified malignant neoplasms|21661743|2011
15-19|~|~|~|~|XII(a) Other specified malignant tumors|21661743|2011
15-19|~|~|~|~|XII(b) Other unspecified malignant tumors|21661743|2011
5-9|129.6|139.8|134.6|2738|All ICCC Groups Combined|20335489|2011
5-9|43.0|48.9|45.9|933|I Leukemias, myeloproliferative & myelodysplastic diseases|20335489|2011
5-9|35.2|40.6|37.9|770|I(a) Lymphoid leukemias|20335489|2011
5-9|3.8|5.8|4.7|96|I(b) Acute myeloid leukemias|20335489|2011
5-9|0.7|1.6|1.1|22|I(c) Chronic myeloproliferative diseases|20335489|2011
5-9|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20335489|2011
5-9|1.1|2.3|1.6|33|I(e) Unspecified and other specified leukemias|20335489|2011
5-9|17.5|21.3|19.3|393|II Lymphomas and reticuloendothelial neoplasms|20335489|2011
5-9|2.8|4.5|3.6|73|II(a) Hodgkin lymphomas|20335489|2011
5-9|5.5|7.8|6.6|134|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20335489|2011
5-9|3.0|4.7|3.8|77|II(c) Burkitt lymphoma|20335489|2011
5-9|4.3|6.3|5.2|106|II(d) Miscellaneous lymphoreticular neoplasms|20335489|2011
5-9|~|~|~|~|II(e) Unspecified lymphomas|20335489|2011
5-9|33.6|38.9|36.1|735|III CNS and misc intracranial and intraspinal neoplasms|20335489|2011
5-9|1.6|2.9|2.2|44|III(a) Ependymomas and choroid plexus tumor|20335489|2011
5-9|16.9|20.7|18.7|381|III(b) Astrocytomas|20335489|2011
5-9|5.7|8.0|6.8|138|III(c) Intracranial and intraspinal embryonal tumors|20335489|2011
5-9|6.5|8.9|7.6|155|III(d) Other gliomas|20335489|2011
5-9|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20335489|2011
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20335489|2011
5-9|3.7|5.7|4.6|94|IV Neuroblastoma and other peripheral nervous cell tumors|20335489|2011
5-9|3.6|5.5|4.5|91|IV(a) Neuroblastoma and ganglioneuroblastoma|20335489|2011
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20335489|2011
5-9|7.0|9.6|8.2|167|IX Soft tissue and other extraosseous sarcomas|20335489|2011
5-9|3.3|5.1|4.1|83|IX(a) Rhabdomyosarcomas|20335489|2011
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20335489|2011
5-9|~|~|~|~|IX(c) Kaposi sarcoma|20335489|2011
5-9|2.1|3.6|2.8|57|IX(d) Other specified soft tissue sarcomas|20335489|2011
5-9|0.4|1.3|0.8|16|IX(e) Unspecified soft tissue sarcomas|20335489|2011
5-9|~|~|~|~|Not classified by ICCC|20335489|2011
5-9|~|~|~|~|V Retinoblastoma|20335489|2011
5-9|4.9|7.1|5.9|120|VI Renal tumors|20335489|2011
5-9|4.6|6.7|5.6|113|VI(a) Nephroblastoma and other nonepithelial renal tumors|20335489|2011
5-9|~|~|~|~|VI(b) Renal carcinomas|20335489|2011
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|20335489|2011
5-9|~|~|~|~|VII Hepatic tumors|20335489|2011
5-9|~|~|~|~|VII(a) Hepatoblastoma|20335489|2011
5-9|~|~|~|~|VII(b) Hepatic carcinomas|20335489|2011
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20335489|2011
5-9|5.0|7.2|6.0|122|VIII Malignant bone tumors|20335489|2011
5-9|2.5|4.1|3.2|66|VIII(a) Osteosarcomas|20335489|2011
5-9|~|~|~|~|VIII(b) Chondrosarcomas|20335489|2011
5-9|1.8|3.2|2.4|49|VIII(c) Ewing tumor and related sarcomas of bone|20335489|2011
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|20335489|2011
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20335489|2011
5-9|2.2|3.7|2.9|58|X Germ cell, trophoblastic tumors & neoplasms of gonads|20335489|2011
5-9|0.7|1.6|1.1|22|X(a) Intracranial & intraspinal germ cell tumors|20335489|2011
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20335489|2011
5-9|0.9|2.0|1.4|28|X(c) Malignant gonadal germ cell tumors|20335489|2011
5-9|~|~|~|~|X(d) Gonadal carcinomas|20335489|2011
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20335489|2011
5-9|3.4|5.3|4.3|87|XI Other malignant epithelial neoplasms and malignant melanomas|20335489|2011
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|20335489|2011
5-9|0.9|2.0|1.4|28|XI(b) Thyroid carcinomas|20335489|2011
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20335489|2011
5-9|1.2|2.4|1.7|35|XI(d) Malignant melanomas|20335489|2011
5-9|~|~|~|~|XI(e) Skin carcinomas|20335489|2011
5-9|0.5|1.4|0.9|18|XI(f) Other and unspecified carcinomas|20335489|2011
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|20335489|2011
