AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
10-14|0.2|0.4|0.3|63|Incidence|20614613|Melanomas of the Skin|2015
10-14|~|~|~|~|Mortality|20614613|Mesothelioma|2015
10-14|~|~|~|~|Incidence|20614613|Mesothelioma|2015
10-14|~|~|~|~|Mortality|20614613|Myeloma|2015
10-14|~|~|~|~|Incidence|20614613|Myeloma|2015
10-14|0.1|0.1|0.1|18|Mortality|20614613|Non-Hodgkin Lymphoma|2015
10-14|1.2|1.5|1.3|274|Incidence|20614613|Non-Hodgkin Lymphoma|2015
10-14|~|~|~|~|Mortality|20614613|Oral Cavity and Pharynx|2015
10-14|0.2|0.3|0.3|55|Incidence|20614613|Oral Cavity and Pharynx|2015
10-14|~|~|~|~|Mortality|10097361|Ovary|2015
10-14|0.7|1.1|0.9|92|Incidence|10097361|Ovary|2015
10-14|~|~|~|~|Mortality|20614613|Pancreas|2015
10-14|~|~|~|~|Incidence|20614613|Pancreas|2015
10-14|~|~|~|~|Mortality|10517252|Prostate|2015
10-14|~|~|~|~|Incidence|10517252|Prostate|2015
10-14|~|~|~|~|Mortality|20614613|Stomach|2015
10-14|~|~|~|~|Incidence|20614613|Stomach|2015
10-14|~|~|~|~|Mortality|10517252|Testis|2015
10-14|0.1|0.3|0.2|21|Incidence|10517252|Testis|2015
10-14|~|~|~|~|Mortality|20614613|Thyroid|2015
10-14|0.8|1.0|0.9|183|Incidence|20614613|Thyroid|2015
10-14|~|~|~|~|Mortality|20614613|Urinary Bladder|2015
10-14|~|~|~|~|Incidence|20614613|Urinary Bladder|2015
15-19|2.5|3.0|2.8|583|Mortality|21090272|All Cancer Sites Combined|2015
15-19|24.2|25.6|24.9|5250|Incidence|21090272|All Cancer Sites Combined|2015
15-19|0.4|0.6|0.5|101|Mortality|21090272|Brain and Other Nervous System|2015
15-19|2.2|2.6|2.4|510|Incidence|21090272|Brain and Other Nervous System|2015
15-19|~|~|~|~|Mortality|10303239|Cervix|2015
15-19|~|~|~|~|Incidence|10303239|Cervix|2015
15-19|~|~|~|~|Mortality|21090272|Colon and Rectum|2015
15-19|1.2|1.5|1.3|276|Incidence|21090272|Colon and Rectum|2015
15-19|~|~|~|~|Mortality|10303239|Corpus and Uterus, NOS|2015
15-19|~|~|~|~|Incidence|10303239|Corpus and Uterus, NOS|2015
15-19|~|~|~|~|Mortality|21090272|Esophagus|2015
15-19|~|~|~|~|Incidence|21090272|Esophagus|2015
15-19|~|~|~|~|Mortality|10303239|Female Breast|2015
15-19|~|~|~|~|Incidence|10303239|Female Breast|2015
15-19|~|~|~|~|Incidence|10303239|Female Breast, <i>in situ</i>|2015
15-19|~|~|~|~|Mortality|21090272|Hodgkin Lymphoma|2015
15-19|2.9|3.4|3.2|670|Incidence|21090272|Hodgkin Lymphoma|2015
15-19|.|.|.|.|Mortality|21090272|Kaposi Sarcoma|2015
15-19|~|~|~|~|Incidence|21090272|Kaposi Sarcoma|2015
15-19|~|~|~|~|Mortality|21090272|Kidney and Renal Pelvis|2015
15-19|0.2|0.3|0.3|53|Incidence|21090272|Kidney and Renal Pelvis|2015
15-19|~|~|~|~|Mortality|21090272|Larynx|2015
15-19|~|~|~|~|Incidence|21090272|Larynx|2015
15-19|0.6|0.8|0.7|147|Mortality|21090272|Leukemias|2015
15-19|3.1|3.6|3.3|701|Incidence|21090272|Leukemias|2015
15-19|~|~|~|~|Mortality|21090272|Liver and Intrahepatic Bile Duct|2015
15-19|0.1|0.2|0.2|36|Incidence|21090272|Liver and Intrahepatic Bile Duct|2015
15-19|~|~|~|~|Mortality|21090272|Lung and Bronchus|2015
15-19|0.1|0.1|0.1|19|Incidence|21090272|Lung and Bronchus|2015
15-19|~|~|~|~|Mortality|10303239|Male and Female Breast|2015
15-19|~|~|~|~|Incidence|10303239|Male and Female Breast|2015
15-19|~|~|~|~|Incidence|10303239|Male and Female Breast, <i>in situ</i>|2015
15-19|~|~|~|~|Mortality|21090272|Melanomas of the Skin|2015
15-19|0.8|1.0|0.9|188|Incidence|21090272|Melanomas of the Skin|2015
15-19|~|~|~|~|Mortality|21090272|Mesothelioma|2015
15-19|~|~|~|~|Incidence|21090272|Mesothelioma|2015
15-19|~|~|~|~|Mortality|21090272|Myeloma|2015
15-19|~|~|~|~|Incidence|21090272|Myeloma|2015
15-19|0.1|0.2|0.2|38|Mortality|21090272|Non-Hodgkin Lymphoma|2015
15-19|1.8|2.2|2.0|426|Incidence|21090272|Non-Hodgkin Lymphoma|2015
15-19|~|~|~|~|Mortality|21090272|Oral Cavity and Pharynx|2015
15-19|0.4|0.6|0.5|104|Incidence|21090272|Oral Cavity and Pharynx|2015
15-19|~|~|~|~|Mortality|10303239|Ovary|2015
15-19|1.2|1.6|1.4|143|Incidence|10303239|Ovary|2015
15-19|~|~|~|~|Mortality|21090272|Pancreas|2015
15-19|0.1|0.2|0.1|28|Incidence|21090272|Pancreas|2015
15-19|~|~|~|~|Mortality|10787033|Prostate|2015
15-19|~|~|~|~|Incidence|10787033|Prostate|2015
15-19|~|~|~|~|Mortality|21090272|Stomach|2015
15-19|0.1|0.2|0.1|21|Incidence|21090272|Stomach|2015
15-19|~|~|~|~|Mortality|10787033|Testis|2015
15-19|3.5|4.3|3.9|417|Incidence|10787033|Testis|2015
15-19|~|~|~|~|Mortality|21090272|Thyroid|2015
15-19|3.0|3.5|3.3|692|Incidence|21090272|Thyroid|2015
15-19|~|~|~|~|Mortality|21090272|Urinary Bladder|2015
15-19|0.1|0.1|0.1|18|Incidence|21090272|Urinary Bladder|2015
5-9|1.9|2.3|2.1|437|Mortality|20490819|All Cancer Sites Combined|2015
5-9|13.3|14.3|13.8|2829|Incidence|20490819|All Cancer Sites Combined|2015
5-9|0.8|1.1|0.9|192|Mortality|20490819|Brain and Other Nervous System|2015
5-9|3.5|4.1|3.8|779|Incidence|20490819|Brain and Other Nervous System|2015
5-9|~|~|~|~|Mortality|10029953|Cervix|2015
5-9|~|~|~|~|Incidence|10029953|Cervix|2015
5-9|~|~|~|~|Mortality|20490819|Colon and Rectum|2015
5-9|0.1|0.2|0.1|24|Incidence|20490819|Colon and Rectum|2015
5-9|~|~|~|~|Mortality|10029953|Corpus and Uterus, NOS|2015
5-9|~|~|~|~|Incidence|10029953|Corpus and Uterus, NOS|2015
5-9|~|~|~|~|Mortality|20490819|Esophagus|2015
5-9|~|~|~|~|Incidence|20490819|Esophagus|2015
5-9|~|~|~|~|Mortality|10029953|Female Breast|2015
5-9|~|~|~|~|Incidence|10029953|Female Breast|2015
5-9|~|~|~|~|Incidence|10029953|Female Breast, <i>in situ</i>|2015
5-9|~|~|~|~|Mortality|20490819|Hodgkin Lymphoma|2015
5-9|0.3|0.5|0.4|82|Incidence|20490819|Hodgkin Lymphoma|2015
5-9|.|.|.|.|Mortality|20490819|Kaposi Sarcoma|2015
5-9|~|~|~|~|Incidence|20490819|Kaposi Sarcoma|2015
5-9|~|~|~|~|Mortality|20490819|Kidney and Renal Pelvis|2015
5-9|0.6|0.8|0.7|143|Incidence|20490819|Kidney and Renal Pelvis|2015
5-9|~|~|~|~|Mortality|20490819|Larynx|2015
5-9|~|~|~|~|Incidence|20490819|Larynx|2015
5-9|0.4|0.5|0.4|91|Mortality|20490819|Leukemias|2015
5-9|4.0|4.5|4.2|869|Incidence|20490819|Leukemias|2015
5-9|~|~|~|~|Mortality|20490819|Liver and Intrahepatic Bile Duct|2015
5-9|0.1|0.2|0.1|28|Incidence|20490819|Liver and Intrahepatic Bile Duct|2015
5-9|~|~|~|~|Mortality|20490819|Lung and Bronchus|2015
5-9|~|~|~|~|Incidence|20490819|Lung and Bronchus|2015
5-9|~|~|~|~|Mortality|10029953|Male and Female Breast|2015
5-9|~|~|~|~|Incidence|10029953|Male and Female Breast|2015
5-9|~|~|~|~|Incidence|10029953|Male and Female Breast, <i>in situ</i>|2015
5-9|~|~|~|~|Mortality|20490819|Melanomas of the Skin|2015
5-9|0.1|0.2|0.2|36|Incidence|20490819|Melanomas of the Skin|2015
5-9|~|~|~|~|Mortality|20490819|Mesothelioma|2015
5-9|~|~|~|~|Incidence|20490819|Mesothelioma|2015
5-9|~|~|~|~|Mortality|20490819|Myeloma|2015
5-9|~|~|~|~|Incidence|20490819|Myeloma|2015
5-9|~|~|~|~|Mortality|20490819|Non-Hodgkin Lymphoma|2015
5-9|1.0|1.3|1.1|234|Incidence|20490819|Non-Hodgkin Lymphoma|2015
5-9|~|~|~|~|Mortality|20490819|Oral Cavity and Pharynx|2015
5-9|0.1|0.2|0.1|23|Incidence|20490819|Oral Cavity and Pharynx|2015
5-9|~|~|~|~|Mortality|10029953|Ovary|2015
5-9|0.1|0.3|0.2|18|Incidence|10029953|Ovary|2015
5-9|~|~|~|~|Mortality|20490819|Pancreas|2015
5-9|~|~|~|~|Incidence|20490819|Pancreas|2015
5-9|~|~|~|~|Mortality|10460866|Prostate|2015
5-9|~|~|~|~|Incidence|10460866|Prostate|2015
5-9|~|~|~|~|Mortality|20490819|Stomach|2015
5-9|~|~|~|~|Incidence|20490819|Stomach|2015
5-9|~|~|~|~|Mortality|10460866|Testis|2015
5-9|~|~|~|~|Incidence|10460866|Testis|2015
5-9|~|~|~|~|Mortality|20490819|Thyroid|2015
5-9|0.1|0.2|0.1|24|Incidence|20490819|Thyroid|2015
5-9|~|~|~|~|Mortality|20490819|Urinary Bladder|2015
5-9|~|~|~|~|Incidence|20490819|Urinary Bladder|2015
<1|1.0|1.7|1.3|53|Mortality|3984144|All Cancer Sites Combined|2015
<1|27.8|31.2|29.5|1175|Incidence|3984144|All Cancer Sites Combined|2015
<1|~|~|~|~|Mortality|3984144|Brain and Other Nervous System|2015
<1|3.3|4.6|3.9|157|Incidence|3984144|Brain and Other Nervous System|2015
<1|~|~|~|~|Mortality|1946416|Cervix|2015
<1|~|~|~|~|Incidence|1946416|Cervix|2015
<1|~|~|~|~|Mortality|3984144|Colon and Rectum|2015
<1|~|~|~|~|Incidence|3984144|Colon and Rectum|2015
<1|~|~|~|~|Mortality|1946416|Corpus and Uterus, NOS|2015
<1|~|~|~|~|Incidence|1946416|Corpus and Uterus, NOS|2015
<1|~|~|~|~|Mortality|3984144|Esophagus|2015
<1|~|~|~|~|Incidence|3984144|Esophagus|2015
<1|~|~|~|~|Mortality|1946416|Female Breast|2015
<1|~|~|~|~|Incidence|1946416|Female Breast|2015
<1|~|~|~|~|Incidence|1946416|Female Breast, <i>in situ</i>|2015
<1|~|~|~|~|Mortality|3984144|Hodgkin Lymphoma|2015
<1|~|~|~|~|Incidence|3984144|Hodgkin Lymphoma|2015
<1|.|.|.|.|Mortality|3984144|Kaposi Sarcoma|2015
<1|~|~|~|~|Incidence|3984144|Kaposi Sarcoma|2015
<1|~|~|~|~|Mortality|3984144|Kidney and Renal Pelvis|2015
<1|1.7|2.6|2.1|84|Incidence|3984144|Kidney and Renal Pelvis|2015
<1|~|~|~|~|Mortality|3984144|Larynx|2015
<1|~|~|~|~|Incidence|3984144|Larynx|2015
<1|0.3|0.8|0.6|22|Mortality|3984144|Leukemias|2015
<1|3.8|5.1|4.4|176|Incidence|3984144|Leukemias|2015
<1|~|~|~|~|Mortality|3984144|Liver and Intrahepatic Bile Duct|2015
<1|1.3|2.1|1.6|65|Incidence|3984144|Liver and Intrahepatic Bile Duct|2015
<1|~|~|~|~|Mortality|3984144|Lung and Bronchus|2015
<1|~|~|~|~|Incidence|3984144|Lung and Bronchus|2015
<1|~|~|~|~|Mortality|1946416|Male and Female Breast|2015
<1|~|~|~|~|Incidence|1946416|Male and Female Breast|2015
<1|~|~|~|~|Incidence|1946416|Male and Female Breast, <i>in situ</i>|2015
<1|~|~|~|~|Mortality|3984144|Melanomas of the Skin|2015
<1|~|~|~|~|Incidence|3984144|Melanomas of the Skin|2015
<1|~|~|~|~|Mortality|3984144|Mesothelioma|2015
<1|~|~|~|~|Incidence|3984144|Mesothelioma|2015
<1|~|~|~|~|Mortality|3984144|Myeloma|2015
<1|~|~|~|~|Incidence|3984144|Myeloma|2015
<1|~|~|~|~|Mortality|3984144|Non-Hodgkin Lymphoma|2015
<1|~|~|~|~|Incidence|3984144|Non-Hodgkin Lymphoma|2015
<1|~|~|~|~|Mortality|3984144|Oral Cavity and Pharynx|2015
<1|~|~|~|~|Incidence|3984144|Oral Cavity and Pharynx|2015
<1|~|~|~|~|Mortality|1946416|Ovary|2015
<1|~|~|~|~|Incidence|1946416|Ovary|2015
<1|~|~|~|~|Mortality|3984144|Pancreas|2015
<1|~|~|~|~|Incidence|3984144|Pancreas|2015
<1|~|~|~|~|Mortality|2037728|Prostate|2015
<1|~|~|~|~|Incidence|2037728|Prostate|2015
<1|~|~|~|~|Mortality|3984144|Stomach|2015
<1|~|~|~|~|Incidence|3984144|Stomach|2015
<1|~|~|~|~|Mortality|2037728|Testis|2015
<1|~|~|~|~|Incidence|2037728|Testis|2015
<1|~|~|~|~|Mortality|3984144|Thyroid|2015
<1|~|~|~|~|Incidence|3984144|Thyroid|2015
<1|~|~|~|~|Mortality|3984144|Urinary Bladder|2015
<1|~|~|~|~|Incidence|3984144|Urinary Bladder|2015
1-4|2.0|2.2|2.1|1667|Mortality|79687341|All Cancer Sites Combined|2015-2019
1-4|22.1|22.7|22.4|17675|Incidence|78947442|All Cancer Sites Combined|2015-2019
1-4|0.5|0.6|0.5|410|Mortality|79687341|Brain and Other Nervous System|2015-2019
1-4|4.2|4.5|4.4|3458|Incidence|78947442|Brain and Other Nervous System|2015-2019
1-4|~|~|~|~|Mortality|38942219|Cervix|2015-2019
1-4|~|~|~|~|Incidence|38581284|Cervix|2015-2019
1-4|~|~|~|~|Mortality|79687341|Colon and Rectum|2015-2019
1-4|~|~|~|~|Incidence|78947442|Colon and Rectum|2015-2019
1-4|~|~|~|~|Mortality|38942219|Corpus and Uterus, NOS|2015-2019
1-4|~|~|~|~|Incidence|38581284|Corpus and Uterus, NOS|2015-2019
1-4|~|~|~|~|Mortality|79687341|Esophagus|2015-2019
1-4|~|~|~|~|Incidence|78947442|Esophagus|2015-2019
1-4|~|~|~|~|Mortality|38942219|Female Breast|2015-2019
1-4|~|~|~|~|Incidence|38581284|Female Breast|2015-2019
1-4|~|~|~|~|Incidence|38581284|Female Breast, <i>in situ</i>|2015-2019
1-4|~|~|~|~|Mortality|79687341|Hodgkin Lymphoma|2015-2019
1-4|0.1|0.1|0.1|69|Incidence|78947442|Hodgkin Lymphoma|2015-2019
1-4|.|.|.|.|Mortality|79687341|Kaposi Sarcoma|2015-2019
1-4|~|~|~|~|Incidence|78947442|Kaposi Sarcoma|2015-2019
1-4|0.1|0.1|0.1|62|Mortality|79687341|Kidney and Renal Pelvis|2015-2019
1-4|1.8|2.0|1.9|1514|Incidence|78947442|Kidney and Renal Pelvis|2015-2019
1-4|~|~|~|~|Mortality|79687341|Larynx|2015-2019
1-4|~|~|~|~|Incidence|78947442|Larynx|2015-2019
1-4|0.6|0.7|0.7|529|Mortality|79687341|Leukemias|2015-2019
1-4|8.6|9.0|8.8|6952|Incidence|78947442|Leukemias|2015-2019
1-4|0.1|0.1|0.1|80|Mortality|79687341|Liver and Intrahepatic Bile Duct|2015-2019
1-4|0.6|0.7|0.6|508|Incidence|78947442|Liver and Intrahepatic Bile Duct|2015-2019
1-4|~|~|~|~|Mortality|79687341|Lung and Bronchus|2015-2019
1-4|0.1|0.1|0.1|72|Incidence|78947442|Lung and Bronchus|2015-2019
1-4|~|~|~|~|Mortality|38942219|Male and Female Breast|2015-2019
1-4|~|~|~|~|Incidence|38581284|Male and Female Breast|2015-2019
1-4|~|~|~|~|Incidence|38581284|Male and Female Breast, <i>in situ</i>|2015-2019
1-4|~|~|~|~|Mortality|79687341|Melanomas of the Skin|2015-2019
1-4|0.1|0.1|0.1|83|Incidence|78947442|Melanomas of the Skin|2015-2019
1-4|~|~|~|~|Mortality|79687341|Mesothelioma|2015-2019
1-4|~|~|~|~|Incidence|78947442|Mesothelioma|2015-2019
1-4|~|~|~|~|Mortality|79687341|Myeloma|2015-2019
1-4|~|~|~|~|Incidence|78947442|Myeloma|2015-2019
1-4|0.0|0.0|0.0|24|Mortality|79687341|Non-Hodgkin Lymphoma|2015-2019
1-4|0.6|0.7|0.7|537|Incidence|78947442|Non-Hodgkin Lymphoma|2015-2019
1-4|~|~|~|~|Mortality|79687341|Oral Cavity and Pharynx|2015-2019
1-4|0.0|0.1|0.1|40|Incidence|78947442|Oral Cavity and Pharynx|2015-2019
1-4|~|~|~|~|Mortality|38942219|Ovary|2015-2019
1-4|0.0|0.1|0.1|28|Incidence|38581284|Ovary|2015-2019
1-4|~|~|~|~|Mortality|79687341|Pancreas|2015-2019
1-4|~|~|~|~|Incidence|78947442|Pancreas|2015-2019
1-4|~|~|~|~|Mortality|40745122|Prostate|2015-2019
1-4|~|~|~|~|Incidence|40366158|Prostate|2015-2019
1-4|~|~|~|~|Mortality|79687341|Stomach|2015-2019
1-4|~|~|~|~|Incidence|78947442|Stomach|2015-2019
1-4|~|~|~|~|Mortality|40745122|Testis|2015-2019
1-4|0.2|0.3|0.3|116|Incidence|40366158|Testis|2015-2019
1-4|~|~|~|~|Mortality|79687341|Thyroid|2015-2019
1-4|0.0|0.0|0.0|21|Incidence|78947442|Thyroid|2015-2019
1-4|~|~|~|~|Mortality|79687341|Urinary Bladder|2015-2019
1-4|0.0|0.1|0.1|49|Incidence|78947442|Urinary Bladder|2015-2019
10-14|2.0|2.2|2.1|2150|Mortality|103739964|All Cancer Sites Combined|2015-2019
10-14|15.4|15.9|15.6|16073|Incidence|102775941|All Cancer Sites Combined|2015-2019
10-14|0.6|0.7|0.7|697|Mortality|103739964|Brain and Other Nervous System|2015-2019
10-14|2.8|3.0|2.9|3001|Incidence|102775941|Brain and Other Nervous System|2015-2019
10-14|~|~|~|~|Mortality|50791216|Cervix|2015-2019
10-14|~|~|~|~|Incidence|50318528|Cervix|2015-2019
10-14|~|~|~|~|Mortality|103739964|Colon and Rectum|2015-2019
10-14|0.6|0.7|0.6|628|Incidence|102775941|Colon and Rectum|2015-2019
10-14|~|~|~|~|Mortality|50791216|Corpus and Uterus, NOS|2015-2019
10-14|~|~|~|~|Incidence|50318528|Corpus and Uterus, NOS|2015-2019
10-14|~|~|~|~|Mortality|103739964|Esophagus|2015-2019
10-14|~|~|~|~|Incidence|102775941|Esophagus|2015-2019
10-14|~|~|~|~|Mortality|50791216|Female Breast|2015-2019
10-14|~|~|~|~|Incidence|50318528|Female Breast|2015-2019
10-14|~|~|~|~|Incidence|50318528|Female Breast, <i>in situ</i>|2015-2019
10-14|~|~|~|~|Mortality|103739964|Hodgkin Lymphoma|2015-2019
10-14|1.2|1.3|1.3|1307|Incidence|102775941|Hodgkin Lymphoma|2015-2019
10-14|.|.|.|.|Mortality|103739964|Kaposi Sarcoma|2015-2019
10-14|~|~|~|~|Incidence|102775941|Kaposi Sarcoma|2015-2019
10-14|0.0|0.1|0.0|45|Mortality|103739964|Kidney and Renal Pelvis|2015-2019
10-14|0.2|0.2|0.2|195|Incidence|102775941|Kidney and Renal Pelvis|2015-2019
10-14|~|~|~|~|Mortality|103739964|Larynx|2015-2019
10-14|~|~|~|~|Incidence|102775941|Larynx|2015-2019
10-14|0.5|0.6|0.5|551|Mortality|103739964|Leukemias|2015-2019
10-14|3.2|3.4|3.3|3416|Incidence|102775941|Leukemias|2015-2019
10-14|0.0|0.0|0.0|36|Mortality|103739964|Liver and Intrahepatic Bile Duct|2015-2019
10-14|0.1|0.1|0.1|110|Incidence|102775941|Liver and Intrahepatic Bile Duct|2015-2019
10-14|~|~|~|~|Mortality|103739964|Lung and Bronchus|2015-2019
10-14|0.0|0.1|0.1|62|Incidence|102775941|Lung and Bronchus|2015-2019
10-14|~|~|~|~|Mortality|50791216|Male and Female Breast|2015-2019
10-14|~|~|~|~|Incidence|50318528|Male and Female Breast|2015-2019
10-14|~|~|~|~|Incidence|50318528|Male and Female Breast, <i>in situ</i>|2015-2019
10-14|~|~|~|~|Mortality|103739964|Melanomas of the Skin|2015-2019
10-14|0.2|0.3|0.2|252|Incidence|102775941|Melanomas of the Skin|2015-2019
10-14|~|~|~|~|Mortality|103739964|Mesothelioma|2015-2019
10-14|~|~|~|~|Incidence|102775941|Mesothelioma|2015-2019
10-14|~|~|~|~|Mortality|103739964|Myeloma|2015-2019
10-14|~|~|~|~|Incidence|102775941|Myeloma|2015-2019
10-14|0.1|0.1|0.1|80|Mortality|103739964|Non-Hodgkin Lymphoma|2015-2019
10-14|1.3|1.5|1.4|1424|Incidence|102775941|Non-Hodgkin Lymphoma|2015-2019
10-14|~|~|~|~|Mortality|103739964|Oral Cavity and Pharynx|2015-2019
10-14|0.2|0.3|0.3|272|Incidence|102775941|Oral Cavity and Pharynx|2015-2019
10-14|~|~|~|~|Mortality|50791216|Ovary|2015-2019
10-14|0.7|0.9|0.8|410|Incidence|50318528|Ovary|2015-2019
10-14|~|~|~|~|Mortality|103739964|Pancreas|2015-2019
10-14|0.1|0.1|0.1|86|Incidence|102775941|Pancreas|2015-2019
10-14|~|~|~|~|Mortality|52948748|Prostate|2015-2019
10-14|~|~|~|~|Incidence|52457413|Prostate|2015-2019
10-14|~|~|~|~|Mortality|103739964|Stomach|2015-2019
10-14|0.0|0.0|0.0|20|Incidence|102775941|Stomach|2015-2019
10-14|~|~|~|~|Mortality|52948748|Testis|2015-2019
10-14|0.2|0.3|0.2|125|Incidence|52457413|Testis|2015-2019
10-14|~|~|~|~|Mortality|103739964|Thyroid|2015-2019
10-14|0.8|1.0|0.9|928|Incidence|102775941|Thyroid|2015-2019
10-14|~|~|~|~|Mortality|103739964|Urinary Bladder|2015-2019
10-14|0.0|0.0|0.0|17|Incidence|102775941|Urinary Bladder|2015-2019
15-19|2.7|2.9|2.8|2949|Mortality|105479490|All Cancer Sites Combined|2015-2019
15-19|23.9|24.5|24.2|25339|Incidence|104582969|All Cancer Sites Combined|2015-2019
15-19|0.5|0.6|0.5|561|Mortality|105479490|Brain and Other Nervous System|2015-2019
15-19|2.2|2.4|2.3|2383|Incidence|104582969|Brain and Other Nervous System|2015-2019
15-19|~|~|~|~|Mortality|51588677|Cervix|2015-2019
15-19|0.0|0.1|0.1|31|Incidence|51154242|Cervix|2015-2019
15-19|0.0|0.0|0.0|38|Mortality|105479490|Colon and Rectum|2015-2019
15-19|1.3|1.4|1.4|1414|Incidence|104582969|Colon and Rectum|2015-2019
15-19|~|~|~|~|Mortality|51588677|Corpus and Uterus, NOS|2015-2019
15-19|0.0|0.1|0.1|34|Incidence|51154242|Corpus and Uterus, NOS|2015-2019
15-19|~|~|~|~|Mortality|105479490|Esophagus|2015-2019
15-19|~|~|~|~|Incidence|104582969|Esophagus|2015-2019
15-19|~|~|~|~|Mortality|51588677|Female Breast|2015-2019
15-19|0.2|0.2|0.2|96|Incidence|51154242|Female Breast|2015-2019
15-19|0.0|0.1|0.0|16|Incidence|51154242|Female Breast, <i>in situ</i>|2015-2019
15-19|0.0|0.0|0.0|35|Mortality|105479490|Hodgkin Lymphoma|2015-2019
15-19|3.1|3.3|3.2|3328|Incidence|104582969|Hodgkin Lymphoma|2015-2019
15-19|.|.|.|.|Mortality|105479490|Kaposi Sarcoma|2015-2019
15-19|~|~|~|~|Incidence|104582969|Kaposi Sarcoma|2015-2019
15-19|0.0|0.1|0.0|50|Mortality|105479490|Kidney and Renal Pelvis|2015-2019
15-19|0.2|0.3|0.2|237|Incidence|104582969|Kidney and Renal Pelvis|2015-2019
15-19|~|~|~|~|Mortality|105479490|Larynx|2015-2019
15-19|~|~|~|~|Incidence|104582969|Larynx|2015-2019
15-19|0.6|0.7|0.7|715|Mortality|105479490|Leukemias|2015-2019
15-19|3.1|3.3|3.2|3313|Incidence|104582969|Leukemias|2015-2019
15-19|0.0|0.1|0.1|63|Mortality|105479490|Liver and Intrahepatic Bile Duct|2015-2019
15-19|0.1|0.2|0.1|154|Incidence|104582969|Liver and Intrahepatic Bile Duct|2015-2019
15-19|0.0|0.0|0.0|36|Mortality|105479490|Lung and Bronchus|2015-2019
15-19|0.1|0.2|0.1|136|Incidence|104582969|Lung and Bronchus|2015-2019
15-19|~|~|~|~|Mortality|51588677|Male and Female Breast|2015-2019
15-19|0.2|0.2|0.2|96|Incidence|51154242|Male and Female Breast|2015-2019
15-19|0.0|0.1|0.0|16|Incidence|51154242|Male and Female Breast, <i>in situ</i>|2015-2019
15-19|0.0|0.0|0.0|18|Mortality|105479490|Melanomas of the Skin|2015-2019
15-19|0.8|0.9|0.8|859|Incidence|104582969|Melanomas of the Skin|2015-2019
15-19|~|~|~|~|Mortality|105479490|Mesothelioma|2015-2019
15-19|~|~|~|~|Incidence|104582969|Mesothelioma|2015-2019
15-19|~|~|~|~|Mortality|105479490|Myeloma|2015-2019
15-19|~|~|~|~|Incidence|104582969|Myeloma|2015-2019
15-19|0.1|0.2|0.2|159|Mortality|105479490|Non-Hodgkin Lymphoma|2015-2019
15-19|1.8|2.0|1.9|2004|Incidence|104582969|Non-Hodgkin Lymphoma|2015-2019
15-19|0.0|0.0|0.0|26|Mortality|105479490|Oral Cavity and Pharynx|2015-2019
15-19|0.4|0.5|0.5|490|Incidence|104582969|Oral Cavity and Pharynx|2015-2019
15-19|0.0|0.1|0.1|29|Mortality|51588677|Ovary|2015-2019
15-19|1.2|1.4|1.3|640|Incidence|51154242|Ovary|2015-2019
15-19|~|~|~|~|Mortality|105479490|Pancreas|2015-2019
15-19|0.2|0.2|0.2|187|Incidence|104582969|Pancreas|2015-2019
15-19|~|~|~|~|Mortality|53890813|Prostate|2015-2019
15-19|~|~|~|~|Incidence|53428727|Prostate|2015-2019
15-19|0.0|0.0|0.0|18|Mortality|105479490|Stomach|2015-2019
15-19|0.1|0.1|0.1|87|Incidence|104582969|Stomach|2015-2019
15-19|0.0|0.1|0.1|33|Mortality|53890813|Testis|2015-2019
15-19|3.2|3.6|3.4|1819|Incidence|53428727|Testis|2015-2019
15-19|~|~|~|~|Mortality|105479490|Thyroid|2015-2019
15-19|3.3|3.5|3.4|3559|Incidence|104582969|Thyroid|2015-2019
15-19|~|~|~|~|Mortality|105479490|Urinary Bladder|2015-2019
15-19|0.1|0.1|0.1|88|Incidence|104582969|Urinary Bladder|2015-2019
5-9|1.9|2.1|2.0|2068|Mortality|101706393|All Cancer Sites Combined|2015-2019
5-9|13.0|13.4|13.2|13285|Incidence|100748021|All Cancer Sites Combined|2015-2019
5-9|0.8|1.0|0.9|913|Mortality|101706393|Brain and Other Nervous System|2015-2019
5-9|3.4|3.7|3.5|3569|Incidence|100748021|Brain and Other Nervous System|2015-2019
5-9|~|~|~|~|Mortality|49760728|Cervix|2015-2019
5-9|~|~|~|~|Incidence|49292494|Cervix|2015-2019
5-9|~|~|~|~|Mortality|101706393|Colon and Rectum|2015-2019
5-9|0.1|0.1|0.1|105|Incidence|100748021|Colon and Rectum|2015-2019
5-9|~|~|~|~|Mortality|49760728|Corpus and Uterus, NOS|2015-2019
5-9|~|~|~|~|Incidence|49292494|Corpus and Uterus, NOS|2015-2019
5-9|~|~|~|~|Mortality|101706393|Esophagus|2015-2019
5-9|~|~|~|~|Incidence|100748021|Esophagus|2015-2019
5-9|~|~|~|~|Mortality|49760728|Female Breast|2015-2019
5-9|~|~|~|~|Incidence|49292494|Female Breast|2015-2019
5-9|~|~|~|~|Incidence|49292494|Female Breast, <i>in situ</i>|2015-2019
5-9|~|~|~|~|Mortality|101706393|Hodgkin Lymphoma|2015-2019
5-9|0.3|0.4|0.4|379|Incidence|100748021|Hodgkin Lymphoma|2015-2019
